,Unnamed: 0,movie_name,index,utterance,count_utterances,tag,MANUAL,we_label_fox_news,we_label_twitter,bert_label_twitter,bert_label_fox_news,lstm_label_twitter,lstm_label_fox_news,hate_keyword_count,hate_keyword_count_unique,hate_keyword,hate_keyword_sources,combined_results,combined_normlized,keyword_count_formular
162209,162209,BlacKkKlansman,24,"Rapists, murderers, craving the virgin pure flesh of white women.",2539,hate_speech,2,2,1,2,2,1,0,1,1,['white'],['twitter'],9,0.69,1
162210,162210,BlacKkKlansman,25,They are super predators!,2539,hate_speech,,2,1,0,2,1,0,0,0,[],[],6,0.46,0
162211,162211,BlacKkKlansman,26,"And the Negro's insidious tactics, under the tutelage of highranking, bloodsucking Jews, using an army of outside northern black beast...",2539,hate_speech,2,0,1,1,2,1,0,1,1,['black'],['twitter'],6,0.46,1
162212,162212,BlacKkKlansman,27,"What is it? ""Black beast...""  ""Agitators.""  God, watch this! God!",2539,hate_speech,1,0,0,0,2,1,0,0,0,[],[],3,0.23,0
162213,162213,BlacKkKlansman,28,Using an army of outside northern black beast agitators determined to overthrow the Godcommanded and biblically inspired rule of the white race.,2539,hate_speech,2,2,1,2,2,1,0,2,2,"['white', 'black']","['twitter', 'twitter']",10,0.77,2
162214,162214,BlacKkKlansman,29,It's an international Jewish conspiracy.,2539,hate_speech,2,2,0,2,2,1,0,0,0,[],[],7,0.54,0
162215,162215,BlacKkKlansman,30,May God bless us all.,2539,hate_speech,,0,1,0,0,1,2,0,0,[],[],4,0.31,0
162216,162216,BlacKkKlansman,31,"God bless you, too, sir.",2539,hate_speech,,0,1,0,0,1,2,0,0,[],[],4,0.31,0
162217,162217,BlacKkKlansman,32,Why weren't you drafted into the Vietnam War?,2539,hate_speech,,0,2,0,0,0,2,0,0,[],[],4,0.31,0
162218,162218,BlacKkKlansman,33,"I went to college, sir.",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162219,162219,BlacKkKlansman,34,How do you feel about Vietnam?,2539,hate_speech,,0,1,0,0,0,2,0,0,[],[],3,0.23,0
162220,162220,BlacKkKlansman,35,"I have mixed feelings, sir.",2539,hate_speech,,0,1,0,0,1,2,0,0,[],[],4,0.31,0
162221,162221,BlacKkKlansman,36,Would you call yourself a womanizer?,2539,hate_speech,1,0,1,1,2,1,0,0,0,[],[],5,0.38,0
162222,162222,BlacKkKlansman,37," No, I would not, sir.",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162223,162223,BlacKkKlansman,38, You frequent nightclubs?,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162224,162224,BlacKkKlansman,39," No, sir.",2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162225,162225,BlacKkKlansman,40, Do you drink?,2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162226,162226,BlacKkKlansman,41,"Only on special occasions, sir.",2539,hate_speech,,0,2,0,0,1,0,0,0,[],[],3,0.23,0
162227,162227,BlacKkKlansman,42,Ever done any drugs?,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162228,162228,BlacKkKlansman,43,"Only those prescribed by my doctor, sir.",2539,hate_speech,,0,2,0,0,1,0,0,0,[],[],3,0.23,0
162229,162229,BlacKkKlansman,44,"Well, that's kind of rare for a young, hip soul brother like you.",2539,hate_speech,,0,1,1,2,1,2,0,0,[],[],7,0.54,0
162230,162230,BlacKkKlansman,45,"Uh, yes, sir.",2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162231,162231,BlacKkKlansman,46,"But my father was in the military, and my parents, they raised me the right way.",2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162232,162232,BlacKkKlansman,47,"How do you get along with people, generally?",2539,hate_speech,,2,2,2,0,1,0,0,0,[],[],7,0.54,0
162233,162233,BlacKkKlansman,48,"Sir, they treat me right, I treat them right.",2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162234,162234,BlacKkKlansman,49,"Like I said before, I was raised up the right way, so...",2539,hate_speech,,0,1,0,2,0,0,0,0,[],[],3,0.23,0
162235,162235,BlacKkKlansman,50,"I mean, have you ever had any negative...",2539,hate_speech,,0,0,1,0,2,0,0,0,[],[],3,0.23,0
162236,162236,BlacKkKlansman,51,What would you do if another cop called you a nigger?,2539,hate_speech,2,0,2,2,0,1,0,4,1,"['nigger', 'nigger', 'nigger', 'nigger']","['Davidson et al.', 'Ousidhoum et al.', 'Mathew et al.', 'twitter']",6,0.46,1
162237,162237,BlacKkKlansman,52,Or worse.,2539,hate_speech,,2,0,1,0,1,0,0,0,[],[],4,0.31,0
162238,162238,BlacKkKlansman,53,"Would that happen, sir?",2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162239,162239,BlacKkKlansman,54,Shit...,2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162240,162240,BlacKkKlansman,55,There's never been a black cop in this city.,2539,hate_speech,,2,1,1,2,1,0,1,1,['black'],['twitter'],8,0.62,1
162241,162241,BlacKkKlansman,56,"Now, if we make you an officer, you will, in effect, be the Jackie Robinson of the Colorado Springs Police Force.",2539,hate_speech,,0,0,0,2,1,0,0,0,[],[],3,0.23,0
162242,162242,BlacKkKlansman,57,"And if you know anything about Jackie Robinson, you know he had to take a lot of, uh, guff from his fellow teammates, the fans, other teams and the press.",2539,hate_speech,,2,0,0,0,1,2,0,0,[],[],5,0.38,0
162243,162243,BlacKkKlansman,58,"I know the Jackie Roosevelt Robinson story, sir.",2539,hate_speech,,2,0,0,0,0,0,0,0,[],[],2,0.15,0
162244,162244,BlacKkKlansman,59,"Good. So, knowing that, if somebody calls you a nigger, will you be able to turn the other cheek?",2539,hate_speech,,0,0,1,2,1,0,4,1,"['nigger', 'nigger', 'nigger', 'nigger']","['Davidson et al.', 'Ousidhoum et al.', 'Mathew et al.', 'twitter']",5,0.38,1
162245,162245,BlacKkKlansman,60,"If I had to, sir, yes.",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162246,162246,BlacKkKlansman,61,"Yes, I would.",2539,hate_speech,,0,1,1,0,0,0,0,0,[],[],2,0.15,0
162247,162247,BlacKkKlansman,62,"Son, the mayor, the Chief and I think you might be the man to open things up around here.",2539,hate_speech,,0,0,0,0,0,2,0,0,[],[],2,0.15,0
162248,162248,BlacKkKlansman,63,Chief Bridges will be your Branch Rickey.,2539,hate_speech,,0,1,0,0,0,2,0,0,[],[],3,0.23,0
162249,162249,BlacKkKlansman,64,I'll have your back.,2539,hate_speech,,0,1,0,0,2,0,0,0,[],[],3,0.23,0
162250,162250,BlacKkKlansman,65,But I can only do so much.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162251,162251,BlacKkKlansman,66,The weight of this is going to be on you and you alone.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162252,162252,BlacKkKlansman,67,"Thank you for the opportunity, gentlemen.",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162253,162253,BlacKkKlansman,68, Wow. Cybill Shepherd.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162254,162254,BlacKkKlansman,69, Yeah.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162255,162255,BlacKkKlansman,70,I loved her in The Last Picture Show.,2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162256,162256,BlacKkKlansman,71,Never saw it.,2539,hate_speech,,2,0,0,2,1,0,0,0,[],[],5,0.38,0
162257,162257,BlacKkKlansman,72,I don't like blackandwhite movies.,2539,hate_speech,,2,1,1,0,0,0,0,0,[],[],4,0.31,0
162258,162258,BlacKkKlansman,73,"So, what do you think?",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162259,162259,BlacKkKlansman,74,I think she's a really good actress.,2539,hate_speech,,0,0,1,2,1,2,0,0,[],[],6,0.46,0
162260,162260,BlacKkKlansman,75,"Oh, come on. You know you want some of that.",2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162261,162261,BlacKkKlansman,76,Looking for a toad here.,2539,hate_speech,,0,2,0,0,1,0,0,0,[],[],3,0.23,0
162262,162262,BlacKkKlansman,77,You're up.,2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162263,162263,BlacKkKlansman,78,"Give me the record for that toad, Maurice Smalls.",2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162264,162264,BlacKkKlansman,79,"While you're at it, grab another toad, Tippy Birdsong.",2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162265,162265,BlacKkKlansman,80,TIPPY.,2539,hate_speech,,0,1,1,2,0,0,0,0,[],[],4,0.31,0
162266,162266,BlacKkKlansman,81,Can I help you?,2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162267,162267,BlacKkKlansman,82,"May I have a minute, please?",2539,hate_speech,,2,2,0,0,1,0,0,0,[],[],5,0.38,0
162268,162268,BlacKkKlansman,83,Sit.,2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162269,162269,BlacKkKlansman,84,"Sergeant Trapp, Chief Bridges, I'll get right to it.",2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162270,162270,BlacKkKlansman,85,I'd like to be an undercover detective.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162271,162271,BlacKkKlansman,86,"What, like Narcotics?",2539,hate_speech,,2,1,0,0,2,2,0,0,[],[],7,0.54,0
162272,162272,BlacKkKlansman,87,"Whichever department works, sir.",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162273,162273,BlacKkKlansman,88,"You just joined the force, rookie.",2539,hate_speech,,0,1,0,0,1,2,0,0,[],[],4,0.31,0
162274,162274,BlacKkKlansman,89,I think I can do some real good there.,2539,hate_speech,,0,0,0,0,0,2,0,0,[],[],2,0.15,0
162275,162275,BlacKkKlansman,90, Is that right?,2539,hate_speech,,0,2,0,0,0,0,0,0,[],[],2,0.15,0
162276,162276,BlacKkKlansman,91, I'm young.,2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162277,162277,BlacKkKlansman,92,There's a real niche for me.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162278,162278,BlacKkKlansman,93,Get in where I fit in.,2539,hate_speech,,0,0,1,0,1,0,0,0,[],[],2,0.15,0
162279,162279,BlacKkKlansman,94,"You think a lot of yourself, don't you?",2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162280,162280,BlacKkKlansman,95,I'll do whatever it takes.,2539,hate_speech,,0,0,0,0,0,0,0,0,[],[],0,0,0
162281,162281,BlacKkKlansman,96,And I hate the records room.,2539,hate_speech,,0,1,0,0,1,0,1,1,['hate'],['twitter'],3,0.23,1
162282,162282,BlacKkKlansman,97,Well...,2539,hate_speech,,0,1,1,0,0,0,0,0,[],[],2,0.15,0
162283,162283,BlacKkKlansman,98,"I think records is a good place for you to start, rookie.",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162284,162284,BlacKkKlansman,99,"Chief, do you want me cleanshaven?",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162285,162285,BlacKkKlansman,100,I can even chop down the natural.,2539,hate_speech,,0,0,0,2,0,0,0,0,[],[],2,0.15,0
162286,162286,BlacKkKlansman,101,"No, no, no. You keep it.",2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162287,162287,BlacKkKlansman,102,I like the look.,2539,hate_speech,,2,0,0,2,0,0,0,0,[],[],4,0.31,0
162288,162288,BlacKkKlansman,103,I need a file on a toad.,2539,hate_speech,,0,2,0,0,1,0,0,0,[],[],3,0.23,0
162289,162289,BlacKkKlansman,104,You deaf?,2539,hate_speech,,0,1,1,0,0,0,0,0,[],[],2,0.15,0
162290,162290,BlacKkKlansman,105,I said I need a file on a toad.,2539,hate_speech,,0,2,0,0,1,0,0,0,[],[],3,0.23,0
162291,162291,BlacKkKlansman,106, No toads here.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162292,162292,BlacKkKlansman,107, Excuse me?,2539,hate_speech,,2,1,0,0,1,0,0,0,[],[],4,0.31,0
162293,162293,BlacKkKlansman,108,I said I don't have any toads.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162294,162294,BlacKkKlansman,109,I do have human beings.,2539,hate_speech,,0,2,0,0,1,2,0,0,[],[],5,0.38,0
162295,162295,BlacKkKlansman,110,"You give me their names, I'll get you the file.",2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162296,162296,BlacKkKlansman,111,"I heard you think you're hot shit, but you ain't nothing but a cold fart.",2539,hate_speech,1,0,1,1,2,1,0,1,1,['shit'],['twitter'],6,0.46,1
162297,162297,BlacKkKlansman,112,The name is Steven Wilson.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162298,162298,BlacKkKlansman,113,"Was that respectful enough for you, Officer Toad?",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162299,162299,BlacKkKlansman,114, Hello.,2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162300,162300,BlacKkKlansman,115, It's Bridges.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162301,162301,BlacKkKlansman,116,You sleeping?,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162302,162302,BlacKkKlansman,117,"Uh, yeah, Chief.",2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162303,162303,BlacKkKlansman,118,Um...,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162304,162304,BlacKkKlansman,119,Worked an allnight shift.,2539,hate_speech,,0,1,1,0,0,0,0,0,[],[],2,0.15,0
162305,162305,BlacKkKlansman,120,I've changed my mind.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162306,162306,BlacKkKlansman,121,You're coming in a little early today.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162307,162307,BlacKkKlansman,122,I got an assignment for you.,2539,hate_speech,,0,1,0,0,1,2,0,0,[],[],4,0.31,0
162308,162308,BlacKkKlansman,123,12:00 noon sharp.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162309,162309,BlacKkKlansman,124,Narcotics division.,2539,hate_speech,,0,1,0,2,1,0,0,0,[],[],4,0.31,0
162310,162310,BlacKkKlansman,125," Yes, sir.",2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162311,162311,BlacKkKlansman,126, Wear street clothes.,2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162312,162312,BlacKkKlansman,127,Thank you.,2539,hate_speech,,0,0,0,0,0,0,0,0,[],[],0,0,0
162313,162313,BlacKkKlansman,128,CP time?,2539,hate_speech,,0,0,0,0,2,0,0,0,[],[],2,0.15,0
162314,162314,BlacKkKlansman,129,"Jimmy, the rookie's late.",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162315,162315,BlacKkKlansman,130," You're late, rookie.",2539,hate_speech,,0,1,0,0,2,0,0,0,[],[],3,0.23,0
162316,162316,BlacKkKlansman,131, Sorry. Won't happen again.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162317,162317,BlacKkKlansman,132,"We have limited time, so I'll be quick.",2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162318,162318,BlacKkKlansman,133,"The black radical, Stokely Carmichael, is giving a speech tonight at Bell's Nightingale.",2539,hate_speech,1,0,1,2,0,1,0,1,1,['black'],['twitter'],5,0.38,1
162319,162319,BlacKkKlansman,134, Yep.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162320,162320,BlacKkKlansman,135, Carmichael is a former highmucketymuck with the Black Panthers.,2539,hate_speech,,2,1,2,2,1,0,0,0,[],[],8,0.62,0
162321,162321,BlacKkKlansman,136,"And as far as I'm concerned, FBI Director J. Edgar Hoover was dead right when he said the Black Panthers are the greatest internal threat to the security of these United States.",2539,hate_speech,,0,1,0,2,1,0,0,0,[],[],4,0.31,0
162322,162322,BlacKkKlansman,137,"This Carmichael joker, former Panther or not, well, they say he is a damn good speaker, and so we don't want this Carmichael getting into the minds of the good black people here in Colorado Springs and stirring them up.",2539,hate_speech,,2,2,0,2,1,0,1,1,['black'],['twitter'],8,0.62,1
162323,162323,BlacKkKlansman,138,"Ron, your assignment is to go to this speech tonight, infiltrate this bunch of subversives and just monitor the audience reaction to Carmichael's speech.",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162324,162324,BlacKkKlansman,139, You ready?,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162325,162325,BlacKkKlansman,140, Born ready.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162326,162326,BlacKkKlansman,141,I'm not ready.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162327,162327,BlacKkKlansman,142,Any chance this thing fucks up?,2539,hate_speech,,0,0,1,0,1,0,0,0,[],[],2,0.15,0
162328,162328,BlacKkKlansman,143,"Oh, fuck yeah.",2539,hate_speech,1,0,1,1,0,1,0,1,1,['fuck'],['twitter'],4,0.31,1
162329,162329,BlacKkKlansman,144,Then what?,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162330,162330,BlacKkKlansman,145, Just stick to the game plan.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162331,162331,BlacKkKlansman,146, Which is?,2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162332,162332,BlacKkKlansman,147,"Eh, improvise.",2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162333,162333,BlacKkKlansman,148, Like jazz.,2539,hate_speech,,2,1,0,2,1,0,0,0,[],[],6,0.46,0
162334,162334,BlacKkKlansman,149, Like bebop.,2539,hate_speech,,2,1,1,0,0,0,0,0,[],[],4,0.31,0
162335,162335,BlacKkKlansman,150,This isn't some big bust.,2539,hate_speech,,0,0,0,2,1,0,0,0,[],[],3,0.23,0
162336,162336,BlacKkKlansman,151,We just want some intel.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162337,162337,BlacKkKlansman,152,That's it.,2539,hate_speech,,0,1,1,2,1,0,0,0,[],[],5,0.38,0
162338,162338,BlacKkKlansman,153,And what if someone offers you a marijuana cigarette?,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162339,162339,BlacKkKlansman,154, You mean a joint?,2539,hate_speech,,2,1,1,2,1,0,0,0,[],[],7,0.54,0
162340,162340,BlacKkKlansman,155, Yeah.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162341,162341,BlacKkKlansman,156,Mary Jane.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162342,162342,BlacKkKlansman,157,Excuse me.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162343,162343,BlacKkKlansman,158,"Soul brother, I'm already high on life. Can you dig it?",2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162344,162344,BlacKkKlansman,159, It's dug.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162345,162345,BlacKkKlansman,160, My man.,2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162346,162346,BlacKkKlansman,161,And if someone pulls a gun on you?,2539,hate_speech,,0,2,1,0,1,0,0,0,[],[],4,0.31,0
162347,162347,BlacKkKlansman,162,Will that happen?,2539,hate_speech,,0,1,0,0,1,2,0,0,[],[],4,0.31,0
162348,162348,BlacKkKlansman,163, Barrel of a.45 in your face.,2539,hate_speech,,0,0,0,2,0,0,0,0,[],[],2,0.15,0
162349,162349,BlacKkKlansman,164, Shit.,2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162350,162350,BlacKkKlansman,165,Finger on the trigger.,2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162351,162351,BlacKkKlansman,166,Now what?,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162352,162352,BlacKkKlansman,167,"Blood, get that gun out of my face.",2539,hate_speech,,2,0,1,2,1,0,0,0,[],[],6,0.46,0
162353,162353,BlacKkKlansman,168,"Peace, love and soul.",2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162354,162354,BlacKkKlansman,169,Gun is still in your face.,2539,hate_speech,,0,1,1,0,1,0,0,0,[],[],3,0.23,0
162355,162355,BlacKkKlansman,170,"I deescalate, talk calmly, firmly.",2539,hate_speech,,0,1,0,0,0,0,0,0,[],[],1,0.08,0
162356,162356,BlacKkKlansman,171,Find a way out of there ASAP.,2539,hate_speech,,2,0,0,0,1,0,0,0,[],[],3,0.23,0
162357,162357,BlacKkKlansman,172,Relax. We'll be outside listening in.,2539,hate_speech,,0,1,0,0,1,2,0,0,[],[],4,0.31,0
162358,162358,BlacKkKlansman,173, Okay.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162359,162359,BlacKkKlansman,174, Got it?,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162360,162360,BlacKkKlansman,175,I got it. I'm gone.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162361,162361,BlacKkKlansman,176,Here we go.,2539,hate_speech,,2,0,0,0,1,0,0,0,[],[],3,0.23,0
162362,162362,BlacKkKlansman,177, We need to take action.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162363,162363,BlacKkKlansman,178, I can't believe he's here.,2539,hate_speech,,0,2,1,0,0,0,0,0,[],[],3,0.23,0
162364,162364,BlacKkKlansman,179,I just have so many questions to ask him.,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162365,162365,BlacKkKlansman,180,"But, um...",2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162366,162366,BlacKkKlansman,181,"How are you, uh...",2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162367,162367,BlacKkKlansman,182,"How are you doing this evening, my sister?",2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162368,162368,BlacKkKlansman,183,Can we help you?,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162369,162369,BlacKkKlansman,184,"I'm doing fine, my brother.",2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162370,162370,BlacKkKlansman,185,What? We don't know him.,2539,hate_speech,,0,1,0,0,2,0,0,0,[],[],3,0.23,0
162371,162371,BlacKkKlansman,186,"What? Hakeem, why you dragging me?",2539,hate_speech,,0,0,0,0,1,2,0,0,[],[],3,0.23,0
162372,162372,BlacKkKlansman,187,It's going to be an amazing night.,2539,hate_speech,,0,0,0,0,1,0,0,0,[],[],1,0.08,0
162373,162373,BlacKkKlansman,188,"Indeed, it is.",2539,hate_speech,,0,0,0,2,1,0,0,0,[],[],3,0.23,0
162374,162374,BlacKkKlansman,189,Have you heard Brother Kwame speak before?,2539,hate_speech,,0,1,0,0,1,0,0,0,[],[],2,0.15,0
162375,162375,BlacKkKlansman,190,Who?,2539,hate_speech,,0,1,1,0,0,0,0,0,[],[],2,0.15,0
