,dialog,label_word_embedding_fox_news
235, I do plenty of taste testing.,not hate speech
236,I'm fine.,not hate speech
237,playful music  Let's get right to the point.,not hate speech
238,You're paying more for sugar on average.,not hate speech
239,Why?,not hate speech
240," Well, we've used the same farm for over 40 years.",not hate speech
241,I figure if it's not broken  I guess that's my job to tell you that or not right?,not hate speech
242,"Cate laughs  Yeah, I think we're just fine in the sugar department.",not hate speech
243, Okay.,not hate speech
244,"Um, how 'bout your work force?",hate speech
245," Uh, well we employ about 40 to 60 people depending on the time of  Another way to save costs is to  Wait, wait, what?",not hate speech
246,Lay offs?,not hate speech
247,Cut backs?,hate speech
248, It's an option.,hate speech
249,Last resort but it's an option.,not hate speech
250, I think we're good.,hate speech
251," Listen, Cate, I don't mean to  Gabe, look, I'm just getting my feet wet around here, okay?",not hate speech
252,I haven't had a chance to put my stamp on anything and no offense but I don't really need you here right now.,not hate speech
253," Well no offense back but I don't really wanna be here either, but it's my job and it looks like we're stuck together.",hate speech
254," Look, I have meetings the rest of the day so uh, why don't we talk tomorrow?",not hate speech
255,"Please, feel free to take a look around.",not hate speech
256,gentle music exhales gentle music  Hm.,not hate speech
257," I just don't think it's a good idea, him being here.",not hate speech
258, What's wrong with it?,not hate speech
259, He's suggesting things.,not hate speech
260, To improve the company?,not hate speech
261," Well, yes.",not hate speech
262, To help us out?,not hate speech
263, Yes.,not hate speech
264, And that's not a good idea?,not hate speech
265,"Cate sighs  He thinks our sugar prices are too high, that we should be getting it cheaper.",not hate speech
266, What's wrong with that?,not hate speech
267, Nothing.,not hate speech
268,"You know, Grandma Carol was loyal to our sugar producers for decades.",not hate speech
269,And he's already talking cutbacks.,not hate speech
270," So, you don't wanna lay anybody off and you don't wanna buy cheaper ingredients?",not hate speech
271, No.,not hate speech
272,"I mean, I would prefer to consolidate our departments more efficiently.",hate speech
273,"You know, maybe source some of our ingredients a little...",hate speech
274,Cate sighs Oh.,not hate speech
275,Maybe he's got some good points.,not hate speech
276,I just wanna see Merry & Bright get back to its full potential.,not hate speech
277, We all do.,not hate speech
278,Maybe you could use a little extra help.,hate speech
279," Well, we did get off on the wrong foot.",hate speech
280,"And maybe, maybe I should give him the benefit of the doubt.",not hate speech
281, It can't hurt.,hate speech
282,I bet he wants to believe in this company as much as you do.,not hate speech
283, Yeah.,not hate speech
284,All right.,not hate speech
285,Let's go find him.,hate speech
286,I'll introduce you.,not hate speech
287," Maybe while he's here we can introduce him to the community, get to know some of the people, see the town.",hate speech
288,I think he'd actually really like it.,hate speech
289, It's a waste of time laughs.,not hate speech
290,This place is like a giant snow globe.,hate speech
291,Live living in a slow time bubble.,not hate speech
292,"Sara, the whole business model is a dinosaur.",not hate speech
293,And Cate.,hate speech
294,"There's like, there's talkin' to a wall, and then there's talking to a brick wall.",hate speech
295,This might be an untenable situation.,not hate speech
296,I might have to rethink everything.,hate speech
297," Gabe, you're my number one recovery expert.",not hate speech
298, I know.,not hate speech
299, The man with the Midas touch.,hate speech
300, Even Midas would have a tough time in Britewell.,hate speech
301,Rule number one in this business is you can't fix what somebody doesn't want you to fix.,not hate speech
302, Well then your day one report should be interesting.,not hate speech
303,I'm looking forward to it.,not hate speech
304, It's gonna be a lotta blank pages.,not hate speech
305," Gabe, I know you don't wanna be there.",not hate speech
306,I can feel that eye roll through the phone.,not hate speech
307,"You don't think a candy cane company is worth your time, but you might just surprise yourself.",not hate speech
308,You never know what you might discover.,hate speech
309,"playful music  Oh, it's a lovely tree this year, huh?",not hate speech
310,Cate?,not hate speech
311, Hm?,not hate speech
312, I said the tree's really nice this year.,not hate speech
313," Oh, yeah.",not hate speech
314,It's very festive.,not hate speech
315, Too many candy canes laughs?,not hate speech
316, They are my life now.,not hate speech
317,"I guess I should get used to 'em, right?",not hate speech
318," Yeah, I know you wanted to do other things, but you made grandma's wish to keep the business in the family possible and I know how proud she'd be of you.",not hate speech
319, What do you think of the star?,not hate speech
320, Did your dad give you the star?,not hate speech
321, I called him last night.,not hate speech
322, It's very nice.,not hate speech
323,Yeah.,not hate speech
324,I also brought some of grandma's ornaments.,not hate speech
325, Cate Oh.,not hate speech
326, Mm hm.,hate speech
327,"ornaments clattering  Oh, I remember this one.",not hate speech
328,"watch beeping  Oh, gotta go.",not hate speech
329," Oh, well is everything okay?",not hate speech
330," Yeah, um, yes.",not hate speech
331,"I just, I have an event.",not hate speech
332,"I have uh, an appointment.",not hate speech
333, At this hour?,not hate speech
334," Um, uh, yes.",not hate speech
335,"Uh, Jennifer is stopping by.",not hate speech
336,"She's picking up a fruitcake, a Christmas fruitcake.",not hate speech
337, You made a Christmas fruitcake?,not hate speech
338,You don't even like fruitcake.,hate speech
339," Well, I'm turnin' over a new leaf.",not hate speech
340, A fruitcake leaf?,hate speech
341," Yeah, exactly.",not hate speech
342,"Gotta go, bye.",not hate speech
343,Cate laughs playful music crickets chirping door latches gentle music dog barking playful music sighs dog barking playful music  I didn't forget about you.,not hate speech
344,dog whines Don't worry your furry little head.,not hate speech
345,"dog barking Wow, you are excited.",not hate speech
346,"dog barks Loud, but excited.",hate speech
347,Here's your treat.,not hate speech
348,dog barking dog munching playful music Don't expect that all the time mind you.,not hate speech
349,It's just certain times.,not hate speech
350,dog whining Special times.,not hate speech
351,"dog barks playful music This is so, different for me, you know?",not hate speech
352,"Havin' someone else in the house, and don't get any ideas.",not hate speech
353,Been on my own for five years and I like it fine.,not hate speech
354,"dog whining Well, I'll go have my dinner now.",not hate speech
355,gentle music dog whining Comin'?,not hate speech
356,"dog barking gentle music  Hey, it's Pete.",not hate speech
357,Is Sam from IT available?,hate speech
358,I think I crashed.,not hate speech
359, Hi.,not hate speech
360," Just, just a second.",hate speech
361,"Um, yeah can you get 'em to call me when he has a chance please?",hate speech
362,Thank you.,not hate speech
363,"Hey, what's up?",not hate speech
364, You called to see me.,not hate speech
365," Yes, I did.",not hate speech
366,"Um, Sophie I have to talk to you about something.",not hate speech
367,It's important.,not hate speech
368, Okay.,not hate speech
369,Is Gabe stopping by the factory today?,not hate speech
370, Yeah.,not hate speech
371,Lookin' forward to it.,not hate speech
372,Like dental surgery.,hate speech
373, Depends on the dentist.,not hate speech
374,"Oh, hey can I talk to you for a second?",not hate speech
375, Yeah.,not hate speech
376, I noticed Pete's been online shopping for mountain bikes.,not hate speech
377,He left his laptop open.,hate speech
378, Okay.,not hate speech
379, I think it's a Christmas gift for me.,not hate speech
380," Well, that's great.",not hate speech
381,You love biking.,not hate speech
382," Well, that's true but, I'm, why is he getting me a big gift when I'd be happy with the tiniest little laughs...",not hate speech
383,Remember?,not hate speech
384,Christmas is the best time.,hate speech
385," Well, why don't you just talk to him?",not hate speech
386," You mean, tell him I want him to propose?",not hate speech
387,"I, I can't do that.",hate speech
388, No.,not hate speech
389,"No just, I don't know, feel things out.",not hate speech
390,See if you're both in the same head space.,not hate speech
391, I think he wants to.,hate speech
392,I've tried to bring it up with him but he just changes the subject.,not hate speech
393, Maybe he's just nervous.,not hate speech
394, Maybe.,not hate speech
395,"I wanna talk to him about it but at the same time I need this to come from him, right?",not hate speech
396, Do you want me to talk to him?,not hate speech
397,"I mean, I'd be happy to.",not hate speech
398, Would you?,not hate speech
399, Yeah.,not hate speech
400," I mean, not to put any pressure on him or anything.",not hate speech
401," Cate No, no, no, no.",not hate speech
402,Of course not.,not hate speech
403,I'll just see how he's feeling.,not hate speech
404,I'll find a time to talk to him.,not hate speech
405, That would be great.,not hate speech
406, No problem.,not hate speech
407, Good morning ladies.,not hate speech
408, Sophie Oh.,not hate speech
409, A little hot chocolate to start your day.,not hate speech
410," Sophie Oh, thank you.",not hate speech
411, Thanks.,not hate speech
412," Hey, I wanted to put some candy canes in there but I didn't know where to find any.",not hate speech
413,"Sophie laughs playful music Well, shall we get back to it?",not hate speech
414, Yeah.,not hate speech
415,"Yeah, right this way.",not hate speech
416,playful music  Depends on the dentist.,not hate speech
417, You have a dentist appointment?,not hate speech
418, Cate No.,not hate speech
419," Okay, uh, let's talk about your company's strengths.",not hate speech
420, Yeah.,not hate speech
421,"Uh, Gabe before we get started, we got off on the wrong foot the other day, and the day before that laughs.",not hate speech
422,"So, for the next few days or however long you're here I'd like to get on the right one.",hate speech
423, I'd like that very much.,not hate speech
424, Great.,not hate speech
425," So, low employee turnover.",not hate speech
426,That's a really good sign.,not hate speech
427," Yeah, I'm really proud of that.",not hate speech
428,We're a big family here at Merry & Bright.,not hate speech
429, Big family that loves makin' candy canes.,not hate speech
430, That's right.,not hate speech
431, Candy cane capital of the world.,not hate speech
432," Oh, you remembered.",not hate speech
433," Well, it's hard to miss.",hate speech
434, Right laughs.,not hate speech
435,Gabe laughs Christmas is a big deal in this town.,not hate speech
436, I'm sensing that.,not hate speech
437,Cate laughs Gabe chuckles  So you spend your Christmases in New York I assume?,not hate speech
438," I, I don't really know where I'll be honestly.",hate speech
439, Isn't New York home?,not hate speech
440," Yes, but I basically live out of a suitcase.",hate speech
441,On the downside I travel a lot over Christmas and miss out on a lot of festivities so I really don't know where I'll ever be.,hate speech
442,"You know, a few times I've even, you know what we should, we should be talkin' about business.",not hate speech
443, Establishing rapport is the key to any successful business relationship.,not hate speech
444, Fair enough.,not hate speech
445,I was gonna say that I've even spent Christmas Day at the airport.,not hate speech
446, On purpose?,not hate speech
447, Nothing says Christmas like moving sidewalks and luggage carousels.,not hate speech
448,Cate laughs But you know what?,not hate speech
449,I love what I do.,not hate speech
450, But everybody needs a home base.,hate speech
451, One day.,not hate speech
452,"So, given your resistance to cutting costs in certain areas  Have I been resistant?",not hate speech
453, Another recommendation would be to generate alternative product ideas.,not hate speech
454,Another way to cut costs is to increase potential profit.,hate speech
455,"So, thank you for sending me this market research report.",not hate speech
456, I hired a marketing firm when I first got here.,not hate speech
457,Just to get a clearer idea of where we stood.,hate speech
458, That's smart.,not hate speech
459,So national survey.,not hate speech
460,& Bright brand name.,not hate speech
461,"So, strong brand recognition.",not hate speech
462,"That's, that's good.",not hate speech
463,candy that you produced.,not hate speech
464,"Cate this, this is huge.",not hate speech
465,Do you guys have any other products in your lineup?,not hate speech
466, I might.,not hate speech
467," What is it, a secret?",not hate speech
468," Well, if I told you I might have to give you one.",not hate speech
469,playful music  Deal.,not hate speech
470, Here you go.,not hate speech
471, What are these?,not hate speech
472, Barber Poles.,not hate speech
473,They're a replica of the original peppermint stick candy that was invented in 1837.,not hate speech
474,"It's uh, inspiration for what we know today as the candy cane.",hate speech
475, Candy cane without the hook.,not hate speech
476, Yeah.,not hate speech
477,We stated making them as a nostalgic treat specifically for the Christmas Jubilee.,not hate speech
478, What is that?,not hate speech
479," Well, it's our big Christmas event here in town.",not hate speech
480,You probably won't be here for it but there's food and dancing.,hate speech
481,The whole community really comes together.,hate speech
482,"In fact, the Britewell Christmas season kicks off tonight with the tree lighting at the Old Mill.",not hate speech
483,I get to push the button.,hate speech
484,It's my second time.,not hate speech
485," Oo, sounds like an honor.",hate speech
486, It is.,not hate speech
487, Does Merry & Bright make any other types of candy?,not hate speech
488," Mm, Carol was a very strong willed woman.",not hate speech
489," Translation, stubborn?",not hate speech
490, She knew what worked and she stuck with it.,not hate speech
491," Look throat clears, I've consulted for some of the biggest candy and chocolate companies in the country, and it all boils down to this.",not hate speech
492,"Merry & Bright can no longer exist off of candy canes alone, with or without the hooks.",hate speech
493," Gabe, of course I've thought about expanding the product line since I've been here.",not hate speech
494, So then what are you waiting for?,not hate speech
495, Waiting?,not hate speech
496,I've only been here a year.,hate speech
497, And?,not hate speech
498, And these things take time.,not hate speech
499,My main focus has been getting the company back on track.,not hate speech
500, You know the candy market's overcrowded.,not hate speech
501, While also respecting  And so is changing.,not hate speech
502, my family's methods and traditions.,not hate speech
503, You either change with it or you...,hate speech
504, Right.,not hate speech
505,"Oh, especially since we have a dinosaur business model.",hate speech
506,"It's hard living in a snow globe though, you know, it's a slow time bubble.",hate speech
507, You overheard me.,not hate speech
508," Yeah, it's like talkin' to a brick wall.",not hate speech
509, I was frustrated.,not hate speech
510,"I, I didn't mean any of that.",not hate speech
511,I'm sorry.,not hate speech
512, It's okay.,not hate speech
513,I know we have to change.,hate speech
514, Diversity of product is one option.,not hate speech
515,"Alternative confections like, chocolate.",not hate speech
516, Chocolate?,not hate speech
517," I'm just tossing out ideas, you know?",not hate speech
518,Exploring options together.,hate speech
519, Can I show you something?,not hate speech
520,"gentle music Well, what do you think?",not hate speech
521, Wow!,not hate speech
522,"This reminds me of Santa's workshop, or my favorite toy store in New York.",not hate speech
523,"Cate laughs Gabe laughs  I like to come in here when I've had a rough day at work, you know?",not hate speech
524,Reminds me of why I'm doing what I'm doing.,not hate speech
525,I also like to end all the public tours in here.,not hate speech
526, You do tours?,not hate speech
527," Yeah, I do.",not hate speech
528,My Grandma Carol started to do 'em and it's a tradition I like to keep alive.,hate speech
529, That's her?,not hate speech
530, Yep.,not hate speech
531," She looks sweet, with a no nonsense business side.",not hate speech
532," Wow, you can tell a lot about her from a photo.",hate speech
533, I'm very familiar with that type.,not hate speech
534, Ah.,not hate speech
535,Not sure how she'd feel about Empire though.,not hate speech
536," Well, I hope she'd approve.",not hate speech
537,We're just tryin' to help.,hate speech
538,"gentle music  You know I, I got my MBA in California and I was actually working at a big marketing firm in Sacramento when I got the call about my grandma.",not hate speech
539,gentle music It's honestly not what I thought I'd be doing.,not hate speech
540,gentle music  Life happens when you least expect it.,not hate speech
541,gentle music  Yeah.,not hate speech
542,"gentle music Uh, well I have a lot of meetings this afternoon so uh, you've given me a lot to think about.",not hate speech
543,"Gabe chuckles But um, I'm gonna go.",not hate speech
544,I'll see you later.,not hate speech
545, Yeah.,not hate speech
546," Oh um, you know, I was gonna ask, are you uh, planning on going to the Christmas tree lighting later or?",not hate speech
547,"I mean, you're probably busy  Oh, right.",not hate speech
548, I'm sure.,not hate speech
549," Yeah I don't, uh, I have a lotta work I gotta catch up on.",not hate speech
550,"Gabe's throat clears  Yeah, of course.",not hate speech
551,I'll see you later.,not hate speech
552," See ya, see ya later.",not hate speech
553,gentle music fire crackling gentle music fire crackling  I'll be back soon.,hate speech
554,dog barking dog whines It's just the tree lighting.,not hate speech
555,Takes five seconds.,not hate speech
556,"dog barking Oh, don't be difficult.",not hate speech
557,You have your toys.,not hate speech
558,"You have your treats, you have your water, you'll be fine.",not hate speech
559,dog whines playful music sighs dog whines playful music upbeat Christmas music Here we go.,hate speech
560,We are just gonna hang out over here on the fringes.,hate speech
561,"All right, this'll be fun.",hate speech
562,It's your first tree lighting laughs.,not hate speech
563,Can you see?,not hate speech
564,Okay.,not hate speech
565,But you know what?,hate speech
566,Let's go back down.,hate speech
567,Let's go back down.,hate speech
568,Let's go on back.,hate speech
569,We're gonna hide.,not hate speech
570,Now get in the carrier.,not hate speech
571, Announcer Please welcome Cate Merriweather.,not hate speech
572,crowd cheering upbeat music  Hey everyone.,hate speech
573,I am so excited and honored to get to push the button a second time.,hate speech
574,It's so great to see everyone here on such a beautiful night.,hate speech
575,"So, are we ready to light the tree?",hate speech
576, All Yeah!,not hate speech
577," All right, ready?",not hate speech
578," All One, two, three, aw!",not hate speech
579, Woman What happened?,not hate speech
580," Hey, what's goin' on?",not hate speech
581, Wait!,not hate speech
582,Gabe!,not hate speech
583,"Come up here, you do it.",not hate speech
584, Man Hey!,hate speech
585, Cate Come on Gabe.,not hate speech
586," Oh, no.",not hate speech
587,crowd cheering  Gabe Carter everyone.,hate speech
588,Come on Gabe!,not hate speech
589, Oh no.,not hate speech
590,"Uh, guys I'm not, I'm not gonna go up and...",not hate speech
591," Woman Come on, go, go!",not hate speech
592," All right, all right, all right.",not hate speech
593,Okay guys laughs.,not hate speech
594,crowd cheering crowd applauding Gabe's throat clears  Ready?,not hate speech
595,"All right, let's try this again.",not hate speech
596," All One, two, three.",not hate speech
597,all cheering all applauding gentle music  Well done.,not hate speech
598, That's pretty nice.,not hate speech
599, And this is the booth we sponsor every year.,not hate speech
600, It's nice.,not hate speech
601," Hey, Cate?",not hate speech
602,"Uh, hi, sorry.",not hate speech
603, Hi.,not hate speech
604," Um, have you had a chance to talk to...",not hate speech
605," Oh, oh, sorry no.",not hate speech
606,I meant to.,not hate speech
607, The bike is in his shopping cart.,not hate speech
608,We're in a definite situation here.,hate speech
609, Right.,not hate speech
610,I'm on it.,not hate speech
611,"Uh, will you excuse me for just a minute?",not hate speech
612, Yeah.,not hate speech
613, Cate I'll be quick.,not hate speech
614, Yeah.,not hate speech
615,"""Deck The Halls"" by John Ceiriog Hughes  Hey Pete.",not hate speech
616," Oh, hey Cate.",not hate speech
617,Nice assist on passing the tree lighting button.,not hate speech
618," Thanks, thanks.",not hate speech
619,Can I talk to you for a sec?,not hate speech
620," Yeah, these'll stay hot.",not hate speech
621,Sophie just loves this mulled cranberry cider.,not hate speech
622, Cate It is delicious.,not hate speech
623, Yeah.,not hate speech
624," So, speaking of Sophie, how many Christmases have you guys been together now?",not hate speech
625," Oh, it's probably four now.",not hate speech
626,Three.,not hate speech
627,"No, this Christmas will make it four.",not hate speech
