,dialog,label_word_embedding_fox_news
200,"Okay, then I think that, uh...",not hate speech
201,Of course you know that we have a firstdegree murder charge here...,hate speech
202,and if we vote the accused guilty...,hate speech
203,"uh, we've got to send him to the chair.",not hate speech
204," Um, that's mandatory.",not hate speech
205, I think we know that.,hate speech
206, Let's see who's where.,not hate speech
207, We might as well.,not hate speech
208," Okay. Uh, anyone doesn't want to vote?",not hate speech
209, All right with me.,not hate speech
210,"Okay. Then, uh, just remember that this has to be 12 to nothing either way.",hate speech
211,"Um, that's the law.",not hate speech
212,"Okay, are we ready?",hate speech
213,"Now, all those voting guilty, please raise your hands.",not hate speech
214,"One, two, three, four, five, six, seven...",not hate speech
215,"eight, nine, 10, 11.",not hate speech
216,Okay. That's 11 guilty.,not hate speech
217,Those voting not guilty.,hate speech
218,One. Right.,hate speech
219,That's 11 guilty. One not guilty.,not hate speech
220,"Well, now we know where we are.",hate speech
221,"Boy, oh, boy. There's always one.",not hate speech
222,"So, what do we do now?",not hate speech
223,"Well, I guess we talk.",hate speech
224,"Boy, oh, boy.",not hate speech
225,You really think he's innocent?,not hate speech
226,I don't know.,not hate speech
227,"I mean, you sat in court with the rest of us.",not hate speech
228,You heard what we did.,not hate speech
229,The kid's a dangerous killer.,not hate speech
230,You could see it.,not hate speech
231,He's 18 years old.,not hate speech
232,"Well, that's old enough. Îe...",not hate speech
233,He stabbed his own father four inches into the chest.,not hate speech
234,They proved it a dozen different ways in court.,not hate speech
235,Would you like me to list them for you?,hate speech
236,No.,hate speech
237,Then what do you want?,not hate speech
238, I just want to talk.,hate speech
239, What's there to talk about?,not hate speech
240,Eleven men in here think he's guilty.,not hate speech
241,No one had to think about it twice except you.,not hate speech
242,I want to ask you something.,not hate speech
243,Do you believe his story?,not hate speech
244,I don't know whether I believe it or not.,not hate speech
245,Maybe I don't.,hate speech
246,So how come you vote not guilty?,hate speech
247,"Well, there were 11 votes for guilty.",not hate speech
248,It's not easy to raise my hand and send a boy off to die...,hate speech
249,without talking about it first.,not hate speech
250," Well, now, who says it's easy?",not hate speech
251, No one.,hate speech
252,"What, just because I voted fast?",not hate speech
253,I honestly think the guy's guilty.,not hate speech
254,You couldn't change my mind if you talked for a hundred years.,not hate speech
255,I'm not trying to change your mind.,not hate speech
256,It's just that...,not hate speech
257,We're talking about somebody's life here.,not hate speech
258,We can't decide it in five minutes.,hate speech
259,Supposing we're wrong.,not hate speech
260,"""Supposing we're wrong."" Supposing this whole building should fall down on my head.",not hate speech
261, You can suppose anything.,not hate speech
262, That's right.,not hate speech
263,"Look, what's the difference how long it takes?",not hate speech
264,Suppose we do it in five minutes.,not hate speech
265,So what?,not hate speech
266,Let's take an hour.,hate speech
267,The ball game doesn't start till 8:00.,not hate speech
268,Hmm?,not hate speech
269,Who's got something to say?,not hate speech
270,I'm willing to sit for an hour.,not hate speech
271,Great. I heard a pretty good story last night.,not hate speech
272,That's not why we're sitting here.,not hate speech
273,"All right, then you tell me.",hate speech
274,What are we sitting here for?,hate speech
275,I don't know. Maybe no reason.,hate speech
276,"Look, this kid's been kicked around all of his life...",hate speech
277,"you know, born in a slum, mother dead since he was nine.",hate speech
278,He lived for a year and a half in an orphanage when his...,not hate speech
279,his father was serving a jail term for forgery.,not hate speech
280,It's not a very happy beginning.,not hate speech
281,"He's a  a wild, angry kid.",not hate speech
282,That's all he's ever been.,not hate speech
283,And you know why?,not hate speech
284,'Cause he's been hit on the head by somebody once a day every day.,not hate speech
285,He's had a  He's had a pretty miserable 18 years.,not hate speech
286,I  I just think we owe him a few words.,not hate speech
287,That's all.,not hate speech
288,"I don't mind telling you this, mister.",not hate speech
289,We don't owe him a thing.,not hate speech
290,"He got a fair trial, didn't he?",hate speech
291,What do you think that trial cost?,not hate speech
292, He's lucky he got it. You know what I mean?,not hate speech
293, You know it.,not hate speech
294,"Now, look, we're all grownups in here.",not hate speech
295,"We heard the facts, didn't we?",not hate speech
296,"You're not gonna tell me that we're supposed to believe this kid, knowing what he is.",not hate speech
297,"Listen, I've lived among them all my life.",not hate speech
298,You can't believe a word they say.,hate speech
299,You know that.,not hate speech
300,"I mean, they're born liars.",hate speech
301, Only an ignorant man can believe that.,not hate speech
302, Now listen...,not hate speech
303,Do you think you were born with a monopoly on the truth?,not hate speech
304,I think certain things should be pointed out to this man.,not hate speech
305, Come on. This isn't Sunday.,not hate speech
306, We don't need a sermon.,hate speech
307, Come on.,not hate speech
308, We have a job to do. Now let's do it.,not hate speech
309,Rice Pops.,not hate speech
310,It's a product I work on at the agency.,not hate speech
311,"""The breakfast with the builtin bounce.""  I wrote that line.",not hate speech
312, Very catchy.,not hate speech
313, Yeah.,not hate speech
314," Say, do you mind?",not hate speech
315,"Oh, I'm sorry.",not hate speech
316,I have this habit of doodling.,not hate speech
317,Keeps me thinking clearly.,hate speech
318,"Yeah, we have all this work to do.",not hate speech
319, There's no point staying here forever.,not hate speech
320, Sorry.,not hate speech
321,Okay. Um...,not hate speech
322,perhaps if the gentleman down there who's disagreeing with us...,not hate speech
323,"Well, perhaps you could tell us why.",not hate speech
324,"You know, let us know what you're thinking.",not hate speech
325,And we might be able to show you where you're mixed up.,not hate speech
326,"Well, look, maybe  Maybe this is an idea.",hate speech
327,"Now, I haven't given it much thought, but it seems to me...",not hate speech
328,that it's up to the group of us to convince this gentleman that he's wrong and we're right.,not hate speech
329,"Now, maybe if we each took a couple of minutes just to...",hate speech
330,"Well, it was just a quick idea.",hate speech
331,"No, no, no. That's a good one.",not hate speech
332,"Uh, suppose we go once around the table.",hate speech
333, I guess you're first.,not hate speech
334, Oh.,not hate speech
335,"Well, uh...",not hate speech
336,"Well, itit's hard to put into words.",hate speech
337,I just think he's guilty.,not hate speech
338,"I thought it was obvious from the word ""go."" I mean, nobody proved otherwise.",hate speech
339,Nobody has to prove otherwise.,not hate speech
340,The burden of proof's on the prosecution.,not hate speech
341,The defendant doesn't even have to open his mouth.,not hate speech
342, That's in the Constitution.,not hate speech
343," Oh, well, sure, I know that.",not hate speech
344,"Uh, what I meant was, is...",not hate speech
345,"Well, I just think he's guilty.",not hate speech
346,"II mean, somebody saw him do it.",not hate speech
347,"Okay. Uh, here's what I think, and I have no personal feelings about this.",not hate speech
348,I just want to talk about facts.,not hate speech
349,Number one.,hate speech
350,The old man lived downstairs under the room where the killing took place.,not hate speech
351,At 10 minutes after 12:00 on the night of the killing...,not hate speech
352,"he heard loud noises, said it sounded like a fight.",not hate speech
353,"And he heard the kid yell out, ""I'm gonna kill ya."" A second later, he heard a body hit the floor.",not hate speech
354,"Ran to the door, opened it up...",hate speech
355,saw the kid running down the stairs and out of the house.,hate speech
356,Called the police.,hate speech
357,"They came in, found the old man with a knife in his chest.",hate speech
358,The coroner fixed the time of death around midnight.,hate speech
359,Now these are facts.,not hate speech
360,You can't refute facts.,not hate speech
361,The kid is guilty.,hate speech
362,I'm just as sentimental as the next fella.,not hate speech
363,"I know he's only 18, but he's still gotta pay for what he did.",not hate speech
364,I'm with you.,not hate speech
365,Okay. Are you finished?,not hate speech
366, Yeah.,not hate speech
367, Right. Next.,not hate speech
368,"It is obvious, to me anyway, that the boy's entire story was flimsy.",not hate speech
369,He claimed he was at the movies during the time of the killing...,not hate speech
370,"and yet, one hour later, he couldn't remember the names of the films he saw...",not hate speech
371, or who played in them.,hate speech
372, That's right.,not hate speech
373,And no one saw him going in or out of the theater.,not hate speech
374,"Listen, what about the woman across the street?",not hate speech
375,"If her testimony don't prove it, nothing does.",not hate speech
376,That's right. She was the one who actually saw the killing.,not hate speech
377," Now, fellas, please.",not hate speech
378," Let's go in order here, huh?",not hate speech
379,Just a minute. Here's a woman...,hate speech
380,Here's a woman who was lying in bed.,not hate speech
381,She can't sleep.,hate speech
382,She's dying with the heat.,not hate speech
383,You know what I mean?,not hate speech
384,"Anyway, she looks out the window...",hate speech
385,and right across the street she sees the kid stick the knife into his father.,hate speech
386,The time is 12:10 on the nose.,not hate speech
387,Everything fits.,not hate speech
388,"Look, she's known the kid all his life.",not hate speech
389,His window is right opposite hers across the el tracks...,not hate speech
390,and she swore she saw him do it.,not hate speech
391, Through the windows of the passing el train.,hate speech
392, Right.,not hate speech
393,This el train had no passengers on it.,not hate speech
394,It was just being moved downtown.,hate speech
395,"The lights were out, remember?",not hate speech
396,"And they proved in court that, at night...",not hate speech
397,you can look through the windows of an el train when the lights are out...,hate speech
398,and see what's happening on the other side.,not hate speech
399, They proved it.,not hate speech
400, I'd like to ask you something.,not hate speech
401,You don't believe the boy's story.,not hate speech
402,How come you believe the woman's?,not hate speech
403,"She's one of them too, isn't she?",not hate speech
404,"You're a pretty smart fella, aren't you?",not hate speech
405," Okay, gentlemen.",not hate speech
406," Now, now.",not hate speech
407," Now, gentlemen.",not hate speech
408, Come on. Sit down. Sit down.,not hate speech
409,"Oh, what's he so wise about?",not hate speech
410,I'm telling you.,not hate speech
411," Okay, now come on.",not hate speech
412, Now we're not gonna get anywhere fighting.,not hate speech
413,Whose turn is it next?,not hate speech
414,"Oh, uh, his. Number five.",not hate speech
415,"Okay, may I  Can I pass? It...",not hate speech
416,"Well, uh, that's your privilege.",not hate speech
417,"Uh, how about the next gentleman?",hate speech
418,"Oh. Well, uh, I don't know.",hate speech
419,"I started to be convinced, you know, very early in the case.",not hate speech
420,"You see, I was looking for a motive.",hate speech
421,That's very important.,not hate speech
422,"Because if you don't have a motive, where's your case, right?",not hate speech
423,"Anyway, that, uh, testimony from those people...",hate speech
424,in the apartment across the hall from the kid's apartment...,hate speech
425,that was very powerful.,not hate speech
426,Didn't they say something about a  a fight and an argument...,not hate speech
427,"between the old man and his son around about, uh, 7:00 that night?",hate speech
428," I mean, I could be wrong, but I   It was 8:00.",not hate speech
429,It was 8:00. That's right.,not hate speech
430,They heard an argument.,not hate speech
431,They couldn't hear what it was about.,not hate speech
432,Then they heard the father hit the boy twice.,not hate speech
433,Finally they saw the boy run angrily out of the house.,not hate speech
434,What does that prove?,not hate speech
435,"Well, it don't exactly prove anything.",not hate speech
436,It's just part of the picture.,hate speech
437,"Well, you said it provided a motive.",not hate speech
438,The prosecuting attorney said the same thing.,not hate speech
439,I don't think that was a very strong motive.,not hate speech
440,This boy's been hit so many times in his life that violence is practically a...,hate speech
441,It's a normal state of affairs with him.,not hate speech
442,I just  I can't see two slaps in the face provoking him into committing murder.,not hate speech
443,It may have been two too many.,not hate speech
444,Everyone has a breaking point.,not hate speech
445,Anything else?,not hate speech
446, No.,not hate speech
447, Okay.,not hate speech
448,"Uh, how about you?",not hate speech
449,I don't know. It's all been said.,not hate speech
450,You can talk here forever.,not hate speech
451,It's still the same thing.,not hate speech
452,This kid is five for 0.,not hate speech
453,"Well, look at his record.",hate speech
454,"When he was 10, he was in children's court.",not hate speech
455,He threw a rock at a teacher.,hate speech
456,"When he was 15, he was in reform school.",not hate speech
457,He stole a car.,hate speech
458,He's been arrested for mugging.,not hate speech
459,He was picked up twice for knife fighting.,hate speech
460,"Oh, yeah, they say he's real handy with a knife.",not hate speech
461,"Oh, this is a very fine boy.",not hate speech
462,"Ever since he was five years old, his father beat him up regularly.",not hate speech
463, He used his fists.,hate speech
464," Well, so would I.",hate speech
465,A kid like that?,hate speech
466,"It's these kids, the way they are nowadays.",hate speech
467,"When I was a kid, I used to call my father ""sir."" That's right. ""Sir."" Do you ever hear a kid call his father that any more?",not hate speech
468,Fathers don't seem to think it's important any more.,not hate speech
469, You got any kids?,not hate speech
470, Three.,not hate speech
471,I got one.,hate speech
472,Twentytwo years old.,hate speech
473,"When he was nine years old, he ran away from a fight.",hate speech
474,I saw it. I was so embarrassed I almost threw up.,not hate speech
475,"I said, ""I'm gonna make a man out of you if I have to break you in two trying."" Well, I made a man out of him.",hate speech
476,"When he was 16, we had a fight.",hate speech
477,Hit me in the jaw.,not hate speech
478,He was a big kid.,not hate speech
479,Haven't seen him for two years.,not hate speech
480,Kids.,not hate speech
481,Work your heart out.,not hate speech
482,"Well, let's get going.",hate speech
483,I think we're missing the point here.,not hate speech
484,"This boy, let's say he's the product of a broken home and a filthy neighborhood.",not hate speech
485,We can't help that. We're here to decide whether he's innocent or guilty...,hate speech
486,not to go into the reasons why he grew up the way he did.,hate speech
487,He was born in a slum.,hate speech
488,Slums are breeding grounds for criminals.,not hate speech
489,"I know it, and so do you.",not hate speech
490,It's no secret children from slum backgrounds are potential menaces to society.,hate speech
491," Now I think   Brother, you can say that again.",not hate speech
492,The kids who crawl out of these places are real trash.,not hate speech
493, I don't want any part of them. I'm telling you.,not hate speech
494," Listen, mister. Listen.",not hate speech
495," I, uh  I've lived in a slum all my life.",not hate speech
496, Wait a minute.,not hate speech
497,"Please, I  I played in backyards that were filled with garbage.",not hate speech
498,"I mean, maybe you can still smell it on me.",not hate speech
499,"Now, listen, sonny.",not hate speech
500, Come on now.,not hate speech
501, There's nothing personal about this.,not hate speech
502," No, there was something personal.",not hate speech
503," Aw, come on, fella. He didn't mean you.",not hate speech
504,Let's not be so sensitive.,hate speech
505,This sensitivity I can understand.,not hate speech
506,"Okay, look, let's stop the arguing.",not hate speech
507,"We're only wasting time, and...",hate speech
508,"Look, your turn down there.",hate speech
509,Let's go.,not hate speech
510,"Oh, I didn't expect a turn. I thought you were all gonna try to convince me.",not hate speech
511, Wasn't that the idea?,not hate speech
512, Check. That was the idea.,hate speech
513," Oh, I forgot about that. He's right.",not hate speech
514, What difference does it make?,not hate speech
515,He's the one who's keeping us in here.,not hate speech
516,Let's hear what he's got to say.,hate speech
517,"Oh, now wait a minute.",not hate speech
518,We decided to do this a certain way.,not hate speech
519,I think we ought to stick to that way.,hate speech
520,"Oh, stop being a kid, will you?",not hate speech
521," What do you mean ""a kid""?",hate speech
522, What do you think I mean?,not hate speech
523,KID. Kid.,not hate speech
524,"What? Listen, just because I'm trying to keep this thing organized?",not hate speech
525,"Here, you take it.",not hate speech
526,You take on the responsibility.,not hate speech
527,I'll just  I'll keep my mouth shut.,not hate speech
528,That's all.,not hate speech
529,What are you getting so hot about?,not hate speech
530,"Calm down, will you?",not hate speech
531,Don't tell me to calm down.,not hate speech
532,"Here. You wanna take the chair, just take the chair. That's all.",not hate speech
533, Did you ever see such a thing?,not hate speech
534, See if you can keep it running.,not hate speech
535," Listen, you think it's funny or something?",not hate speech
536," Hey, forget it, fella.",not hate speech
537,The whole thing's unimportant.,not hate speech
538,Come on.,not hate speech
539," Unimportant? Oh, here, you try it.",not hate speech
540," No, nobody wants to change.",not hate speech
541,You're doing a beautiful job.,not hate speech
542,Sit down.,not hate speech
543,"Yeah, you're doing great.",not hate speech
544,"Just great, fella.",hate speech
545,You stay in there and pitch. You know?,not hate speech
546,All right. Let's hear from somebody.,hate speech
547,"Well, if you want me to tell you how I feel about it, it's all right with me.",not hate speech
548,"Boy, I don't care what you do.",not hate speech
549,"All right, I don't have anything brilliant.",hate speech
550,I only know as much as you do.,not hate speech
551,"According to the testimony, the boy looks guilty. Maybe he is.",hate speech
552,I sat there in court for six days listening while the evidence built up.,not hate speech
553,"Everybody sounded so positive, you know?",not hate speech
554,II began to get a peculiar feeling about this trial.,hate speech
555,"I mean, nothing is that positive.",hate speech
556,There are a lot of questions I'd have liked to ask.,hate speech
557,"I don't know. Maybe they wouldn't have meant anything, but...",not hate speech
558,I began to get the feeling that the defense counsel...,hate speech
559,wasn't conducting a thoroughenough crossexamination.,hate speech
560,"I mean, he  he let too many things go by, little things that...",not hate speech
561,"What little things? Listen, when these fellas don't ask questions...",not hate speech
562,it's because they know the answers already and they figure they'll be hurt.,hate speech
563,"Maybe it's also possible for a lawyer to be just plain stupid, isn't it?",hate speech
564,I mean it's possible.,not hate speech
565,You sound like you met my brotherinlaw once.,not hate speech
566,I  I kept putting myself in the kid's place.,not hate speech
567,"I'd have asked for another lawyer, I think.",not hate speech
568,"I mean, if I was on trial for my life...",not hate speech
569,"I'd want my lawyer to tear the prosecution witnesses to shreds, or at least try to.",not hate speech
570,"Look, there was one alleged eyewitness to this killing.",not hate speech
571,"Someone else claims he heard the killing, saw the boy run out afterwards.",not hate speech
572,And there was a lot of circumstantial evidence.,hate speech
573,"But actually, those two witnesses were the entire case for the prosecution.",not hate speech
574,Supposing they're wrong.,not hate speech
575,What do you mean supposing they're wrong?,not hate speech
576,What's the point of having witnesses at all?,not hate speech
577, Could they be wrong?,hate speech
578, What are you trying to say?,not hate speech
579,Those people sat on the stand under oath.,not hate speech
580,They're only people.,not hate speech
581,People make mistakes.,not hate speech
582,Could they be wrong?,hate speech
583," Well, no, I don't think so.",not hate speech
584, Do you know so?,not hate speech
585,"Oh, come on.",not hate speech
586,Nobody can know a thing like that.,not hate speech
587,This isn't an exact science.,hate speech
588,That's right. It isn't.,not hate speech
589,"Okay, let  Let's get to the point.",not hate speech
590,What about the switch knife they found in the old man's chest?,hate speech
591,"Uh, waitwait a minute.",hate speech
592,There's some people who haven't talked yet.,not hate speech
593, Shouldn't we go in order?,not hate speech
594, They'll get a chance to talk.,hate speech
595,"Be quiet a second, will you?",not hate speech
596,"What about it, this...",not hate speech
597,the knife this fine upright boy admitted buying the night of the killing?,not hate speech
598,Let's talk about it.,not hate speech
599,"All right, let's talk about it.",not hate speech
600,Let's get it in here and look at it.,hate speech
601,I'd like to see it again.,not hate speech
602,Mr. Foreman?,hate speech
603, We all saw what it looks like.,hate speech
604, Why do we have to see it again?,not hate speech
605,The gentleman has a right to see exhibits in evidence.,not hate speech
606,"Say, could you bring us the knife?",not hate speech
607, Knife?,not hate speech
608, Yeah. Thank you.,not hate speech
609,"The knife and the way it was bought is pretty strong evidence, don't you think?",hate speech
610, I do.,not hate speech
611, Good.,hate speech
612,"Now, suppose we take these facts one at a time.",hate speech
613,One. The boy admitted going out of the house at 8:00 on the night of the murder...,hate speech
614,after being slapped several times by his father.,hate speech
615,"No, no. No, he didn't say ""slapped."" He said ""punched."" There's a difference between a slap and a punch.",hate speech
616,After being hit several times by his father.,hate speech
617,Two. He went directly to a neighborhood junk shop...,hate speech
618, where he bought one of those   Switch knives.,not hate speech
619,Switchblade knives.,not hate speech
620,This wasn't what you'd call an ordinary knife.,not hate speech
621,It had a very unusual carved handle and blade.,hate speech
622,The storekeeper who sold it to him...,hate speech
623,said it was the only one of its kind he had ever had in stock.,not hate speech
624,Three. He met some friends of his in front of a tavern about 8:45.,not hate speech
625,Am I right so far?,not hate speech
626," Yes, you are.",hate speech
627, You bet he is.,not hate speech
628,"He talked with his friends for about an hour, leaving them at 9:45.",hate speech
629,"During this time, they saw the switch knife.",not hate speech
630,Four.,not hate speech
631,They identified the death weapon in court...,not hate speech
632,as that very same knife.,not hate speech
633,Five. Îe arrived home at about 10:00.,not hate speech
634,Now this is where the stories offered by the State and the boy...,not hate speech
635,begin to diverge slightly.,hate speech
636,He claims that he went to a movie at about 11:30...,not hate speech
637,returning home at 3:10 to find his father dead and himself arrested.,not hate speech
638,He also claims that the two detectives who arrested him...,hate speech
639,threw him down a half a flight of stairs.,hate speech
640,"Now, what happened to the switch knife?",hate speech
641,He claims that it fell through a hole in his pocket on the way to the movies...,not hate speech
642,sometime between 11:30 and 3:10 and that he never saw it again.,not hate speech
643,"Now there's a tale, gentlemen.",hate speech
644,I think it's quite clear that the boy never went to the movies that night.,not hate speech
645,No one in the house saw him go out at 11:30.,hate speech
646,No one at the theater identified him.,not hate speech
647,He couldn't even remember the names of the pictures he saw.,not hate speech
648, What actually happened is this.,hate speech
649, Thank you.,not hate speech
