,dialog,label_word_embedding_fox_news
155,Listen...,not hate speech
156,...this is just a temporary thing.,not hate speech
157,"When I get out of school, I'll get a better job, a better place to stay.",hate speech
158,Maybe a house?,hate speech
159,"Then you can come back, and things will be better. Okay?",not hate speech
160,"Okay, Mom.",not hate speech
161,Okay. Can I have a kiss?,not hate speech
162," Love you, love you.",not hate speech
163," Me too. Bye, Mommy.",hate speech
164," Doughboy, staying out of trouble?",not hate speech
165, I ain't got no troubles.,not hate speech
166, You got some troubles?,not hate speech
167, Lawn trouble.,not hate speech
168, Why don't y'all rake these leaves up?,hate speech
169, How much?,not hate speech
170,I'll give you $5 for the whole lawn.,not hate speech
171,"Five dollars. Man, that ain't shit.",not hate speech
172, I can make more doing nothing.,not hate speech
173," Oh, yeah? Doing what?",not hate speech
174,He work for his uncle.,hate speech
175,That's too bad. I guess I just have to get my son to do it for me.,not hate speech
176,Do what?,not hate speech
177,Want you to rake up these leaves off the lawn.,hate speech
178,"Boy, don't look at me funny if l ask you to do something. Take this.",not hate speech
179,There's two trash bags right there on the ground. See y'all later.,not hate speech
180,"Damn, your daddy mean. He's worse than the bogeyman himself.",not hate speech
181,Gotta do all these leaves.,not hate speech
182,"Who he think you is, Kunta Kinte?",hate speech
183," Later, Tre.",not hate speech
184, Later.,not hate speech
185,"What you mean, a bogeyman?",hate speech
186,There ain't no such thing.,not hate speech
187,"Shut up, fool. Yeah, there is.",hate speech
188,"If there is, I'll bet you Hulk could whip his ass.",hate speech
189,"Yeah, later.",not hate speech
190,"Tre, I gotta lay down the rules of the house.",not hate speech
191,"Same thing as weekends, you remember?",not hate speech
192,"All right, what are they?",hate speech
193,"Clean the bathroom sink, floor and tub.",hate speech
194,I gotta clean that tub?,hate speech
195,Yeah.,not hate speech
196,Clean my room and water the lawn.,not hate speech
197,"Dad, can I ask you something?",not hate speech
198,What do you have to do around here?,not hate speech
199,I don't have to do nothing around here except for pay the bills...,not hate speech
200,"...put food on the table and put clothes on your back, you understand?",not hate speech
201,Glad I don't have to pay no bills.,not hate speech
202,"You may think I'm being hard on you right now, but I'm not.",not hate speech
203,I'm trying to teach you how to be responsible.,not hate speech
204,"Your friends across the street, they don't have anybody to show them.",not hate speech
205,You gonna see how they end up too.,not hate speech
206,"I'm glad you're here, Tre.",not hate speech
207,"You're a prince, you know that?",not hate speech
208,Yeah. You're the prince...,not hate speech
209,...I'm the king.,not hate speech
210,"Right now, the king says it's time for the prince to go to bed.",hate speech
211,So get yourself together.,hate speech
212,"I'll see you in the morning, okay?",not hate speech
213,"Oh, shit!",not hate speech
214,Somebody must've prayed for that fool.,not hate speech
215, I swear I aimed right for his head.,not hate speech
216, Should've blew it off.,not hate speech
217,Don't say that.,hate speech
218,It'd be contributing to killing another brother.,not hate speech
219,"Man, where are these fools?",hate speech
220,We've been waiting out here for almost an hour.,not hate speech
221, We got a call of a burglary here.,hate speech
222, That was about an hour ago.,not hate speech
223,We didn't ask you that.,hate speech
224,"Yeah, well, I told you.",not hate speech
225,"Besides, I don't like having my son out in the cold.",not hate speech
226,"Just tell me what happened, sir.",not hate speech
227,Somebody broke into the house.,not hate speech
228,"I fired at him with my piece, and he ran away.",not hate speech
229, You didn't get him?,not hate speech
230," If I did, he'd be laid out here.",not hate speech
231, Is there anything missing?,not hate speech
232, No.,not hate speech
233,"Good, no need to make out a report.",hate speech
234, Got a 415 on Florence between Vermont and Normandie.,not hate speech
235,Too bad you didn't get him.,not hate speech
236,Be one less nigger out here we have to worry about.,hate speech
237,"Hey, little man, how you doing?",not hate speech
238,"Go on in the house, Tre. Go on.",not hate speech
239, Something wrong?,not hate speech
240, Something wrong? Yeah.,not hate speech
241,It's just too bad you don't know what it is...,hate speech
242,...brother.,not hate speech
243,Ice cream man!,hate speech
244,Wait up!,not hate speech
245," What's up, Tre?",hate speech
246, What's up?,not hate speech
247,You ain't shit.,not hate speech
248,You just like your daddy.,not hate speech
249,You don't do shit and you never gonna amount to shit.,not hate speech
250,"All you ever do around here is eat, sleep and shit.",hate speech
251,"Look at this place. Way y'all act, y'all must think I'm the maid.",not hate speech
252, Is that it? I gotta go.,not hate speech
253," Hell, no, it ain't it!",not hate speech
254,"It ain't it till I say it's it, damn it!",not hate speech
255,Cigarette.,not hate speech
256,"Don't get smart with me, I'll knock your ass in the middle of next week.",not hate speech
257,"Where you going, you little fat fuck?",not hate speech
258,You ain't got a job.,not hate speech
259,Who's that little fucker on my porch?,not hate speech
260,"Oh, you're Furious' little boy, huh?",not hate speech
261,"Boy, you look more and more like your daddy every day.",not hate speech
262,So tell me something.,not hate speech
263,How come he don't play cards with us no more?,hate speech
264,I don't know.,not hate speech
265,I know he don't think he's better than us.,hate speech
266,Too busy shooting at people.,hate speech
267,I heard what happened there the other night.,not hate speech
268,He still got that same girlfriend?,not hate speech
269,"Excuse me, Mama.",not hate speech
270, Why do you always play football?,not hate speech
271, Because that's what I'm gonna do.,not hate speech
272,That's right.,not hate speech
273,I heard Furious shot at somebody last night.,not hate speech
274, He get him?,not hate speech
275, No.,not hate speech
276,Who is that?,not hate speech
277,"That's my lady, homey.",not hate speech
278,Her name's Brandi.,not hate speech
279,She ain't your woman.,not hate speech
280,She's my woman.,not hate speech
281," How, when she my lady?",not hate speech
282, She's my wife.,not hate speech
283,"I stick my dingaling in her every night, so that makes her mine.",not hate speech
284,Get your ass in here and quit looking at them boys!,hate speech
285,Punk!,not hate speech
286,Faggot!,not hate speech
287,"Get off me, with your big Get off!",not hate speech
288,"Man, forget that girl.",hate speech
289,"Come on, let's go see Chris.",hate speech
290, Where's my ball?,not hate speech
291," Man, don't bring that ball.",hate speech
292,Me and my daddy going fishing.,not hate speech
293,We ain't gonna stay long.,not hate speech
294, Where's he live?,not hate speech
295, He don't live far.,not hate speech
296,"Rick, why you have to bring that ball?",hate speech
297,I ain't saying nothing if it get took.,not hate speech
298,Y'all want to see a dead body?,hate speech
299,Yeah.,not hate speech
300,Tre's daddy blasted at somebody last night.,not hate speech
301,Really? What kind of gun your daddy got?,not hate speech
302,I think it's a.357 Magnum.,not hate speech
303,Really? I got a deucedeuce.,not hate speech
304,My brother gave it to me before he went to jail.,not hate speech
305,I got it under my bed. Want to see?,not hate speech
306,It's loaded too.,hate speech
307,It's up in here.,not hate speech
308,Damn!,not hate speech
309,It smell like a dog died.,hate speech
310, Look like Freddy Krueger got him.,hate speech
311, He stink.,not hate speech
312,That's how they smell after a while.,hate speech
313,I wonder why it take them people so long to pick him up.,not hate speech
314,"Yo, man, I ain't going up in there.",not hate speech
315," Oh, man.",not hate speech
316," Damn, it's stinky in this motherfucker!",not hate speech
317," Hey, throw the ball.",not hate speech
318, You ain't gonna see it again.,not hate speech
319,Don't you know this is a dead body?,hate speech
320,"Yeah, I know that shit!",hate speech
321,"He ain't bothering you, so don't fuck with him!",not hate speech
322,"Throw the ball, little man.",hate speech
323,I ain't gonna take it.,not hate speech
324,"Chris, tell him I ain't gonna take his ball.",not hate speech
325,I got enough money to buy me a hundred balls. Shit!,not hate speech
326,"Man, I told you not to bring that ball.",hate speech
327,"Thanks, coz.",not hate speech
328,"Yo, dog.",not hate speech
329,Throw the ball.,hate speech
330,Shit.,not hate speech
331,"Let's start the game, man.",hate speech
332,"Man, you stupid!",not hate speech
333,Don't have no sense.,not hate speech
334,Told you not to bring that ball.,hate speech
335,Wait till I tell Mama.,not hate speech
336,"Man, shut up. I don't care.",not hate speech
337,Tell Mama.,not hate speech
338,Y'all leaving?,not hate speech
339,"Hell, no.",hate speech
340,Give me my brother's ball back!,not hate speech
341," No, no!",not hate speech
342," Come on, man!",not hate speech
343,"No, don't say nothing.",not hate speech
344,They're just playing.,not hate speech
345, Give me my brother's ball back!,not hate speech
346," What'd you say, fat boy?",not hate speech
347, Give me my brother's ball back be...,not hate speech
348, Before what?,not hate speech
349,What your fat ass gonna do?,not hate speech
350,"Yo, Rock! Give the little nigga the ball back.",not hate speech
351,Stupid motherfucker!,not hate speech
352,I was gonna give it to you too.,not hate speech
353,Man!,not hate speech
354,"Hey, man, I got a football.",hate speech
355,I never use it myself.,hate speech
356, I give it to you when we get home.,not hate speech
357, He ain't gonna want it.,not hate speech
358,His daddy gave him that ball.,not hate speech
359,Wish I could kill that motherfucker.,not hate speech
360,"Yo, Rock, give me the ball.",not hate speech
361,Give me the fucking ball!,not hate speech
362,Hey!,not hate speech
363,"Hey, little man!",not hate speech
364,Catch!,not hate speech
365,"Man, you sorry.",not hate speech
366, I'm going to the store.,not hate speech
367, Why? You ain't got no money.,not hate speech
368,I'm going anyway.,not hate speech
369, So you a leader or a follower?,hate speech
370, I'm a leader.,not hate speech
371,"Okay, then. What's the three rules?",not hate speech
372,"Break it down for me. And, hey...",not hate speech
373,...think before you answer.,not hate speech
374, I got it!,not hate speech
375,Always look a person in the eye.,hate speech
376,"Do that, they respect you better.",not hate speech
377,Two was to never be afraid to ask you for anything.,not hate speech
378,Stealing isn't necessary.,hate speech
379,"And the last one, I think, was...",not hate speech
380,...to never respect anybody who doesn't respect you back.,not hate speech
381,That right?,not hate speech
382,"Yeah. Yeah, you got it.",not hate speech
383,What do you know about sex?,not hate speech
384, I know a little bit.,not hate speech
385," Oh, yeah? What little bit is that?",not hate speech
386,"I know, I take a girl...",hate speech
387,...stick my thing in her...,not hate speech
388,...and nine months later a baby comes out.,hate speech
389,You think that's it?,not hate speech
390,"Basically, yeah.",not hate speech
391,"Well, remember this: Any fool with a dick can make a baby, but only a real man can raise his kids.",hate speech
392,I wasn't but 17 when your mother was pregnant with you.,not hate speech
393,All of my friends was dropping out of high school...,hate speech
394,"...hanging out in front of liquor stores, getting drunk, getting high.",not hate speech
395,Some of them was robbing people.,hate speech
396,Some of them was even killing people.,not hate speech
397,"Hey, you remember my friend Marcus?",not hate speech
398,"He got into robbing people, wanted me to join him...",hate speech
399,"...but I said, ""No, I'm getting ready to have a son."" I knew you'd be a boy.",not hate speech
400,I wanted to be somebody you could look up to.,hate speech
401,So I guess that's why I went to Vietnam.,not hate speech
402,"Don't ever go in the Army, Tre.",hate speech
403,Black man ain't got no place in the Army.,hate speech
404,Damn!,not hate speech
405,Why'd you get it all over me?,hate speech
406," Don't do that no more, that's nasty.",not hate speech
407, What?,not hate speech
408,"Oh, wait! Listen to this song!",not hate speech
409,I love this song!,not hate speech
410,"Oh, damn!",not hate speech
411,Looks like they going to juvie.,not hate speech
412,"No, man. They going to the gates.",not hate speech
413," Yo, man, what happened?",hate speech
414, They were stealing.,not hate speech
415,"Come on, Tre. Let's go, son.",not hate speech
416,"Come here, Rick.",not hate speech
417,"Come on, man.",hate speech
418,"Come here, man. Look at all these people back here.",hate speech
419,There you go!,not hate speech
420,Want to learn how to barbecue?,not hate speech
421,You're not watching this meat.,not hate speech
422,You just standing here poking at it.,hate speech
423," Give him to me, Ricky.",not hate speech
424," Shanice, I got him.",not hate speech
425,Go on back to your friends.,hate speech
426, He's wet. That's why he's crying.,not hate speech
427," He ain't wet. Now, go on back.",not hate speech
428, Okay.,not hate speech
429," Listen, I'm sorry. Come here.",not hate speech
430,See? That's how y'all got that one.,hate speech
431,"Ricky, you make sure she taking them pills.",not hate speech
432,I don't want a whole stack of these around.,hate speech
433,I'll be the one taking care of them.,hate speech
434, I'll put him to bed.,not hate speech
435, Go on to Grandma.,hate speech
436,"It's all right. All right, okay, shut up, come on.",not hate speech
437,And flip that meat over.,hate speech
438,I'm winning.,not hate speech
439,"Domino, motherfuckers.",not hate speech
440,What you say about that?,not hate speech
441,"Fool, that ain't shit.",not hate speech
442,I beat your ass three times already.,not hate speech
443,That's just once. Let's play again.,not hate speech
444,"Fuck that, I don't want to play no more.",hate speech
445,Let's bust some spades.,not hate speech
446," Yeah, I'm with that.",not hate speech
447, Bust some spades?,not hate speech
448,Cool.,not hate speech
449," Know how to play spades, Dook?",hate speech
450, Something like that.,not hate speech
451,I have something for you to suck on.,not hate speech
452,"Here, cut that, G.",hate speech
453,I want one of them hootchies over there.,hate speech
454,"Dooky, you full of shit. No bitch gonna give your ugly ass no pussy.",not hate speech
455,I bet I get more pussy than you.,not hate speech
456,Yeah.,not hate speech
457,You get dopehead pussy.,not hate speech
458,I get more pussy than your wannabe mackdaddy ass...,hate speech
459, Who you calling wannabe mack?,not hate speech
460," You, nigga!",not hate speech
461,Nopussygetting motherfucker!,not hate speech
462,"Fucking them dopeheads, you stupidass nigga.",hate speech
463,You don't know what I be getting.,hate speech
464,Don't be fucking no dopeheads.,hate speech
465,"I let them suck my dick, but I don't fuck them.",hate speech
466,They got AIDS and shit.,hate speech
467,You can catch that shit from letting them suck on your dick too.,hate speech
468,Thank you.,not hate speech
469,But I ain't sick.,not hate speech
470,I ain't all skinny and shit.,not hate speech
471,"What you mean, you ain't skinny?",not hate speech
472,Motherfucker's skinny enough to Hula Hoop through a Cheerio.,not hate speech
473,You ain't got to be skinny or sick.,hate speech
474,You could die in five years from it.,not hate speech
475, Mark ass.,not hate speech
476, Y'all trying to scare me.,not hate speech
477,Can you really get it from letting them suck it?,hate speech
478,Mark.,not hate speech
479,"Tre? How you doing, baby?",not hate speech
480, Fine.,not hate speech
481," Good, you just in time for the food.",not hate speech
482,I'm bringing out the rest of the things.,not hate speech
483,"Potato salad. You name it, we got it.",not hate speech
484," Everybody's here, have a good time.",not hate speech
485, Okay.,not hate speech
486,"Oh, and Tre? Baby, do me a favor.",not hate speech
487,Talk to Darin for me.,not hate speech
488,"Talk to him seriously, you hear?",not hate speech
489,I am so sick and tired of him going in and out of there.,not hate speech
490,Maybe some of what you got will rub off on him.,not hate speech
491,Okay.,not hate speech
492,"What's up, Dough?",hate speech
493,"Oh, shit! What up, G?",not hate speech
494,"Tre, love in effect.",not hate speech
495,"Yo, what's up, Tre?",hate speech
496," What's up, Chris?",hate speech
497, Heard you're like Mr. GQ Smooth.,not hate speech
498, Working over at the Fox Hills Mall?,not hate speech
499," I get discounts on clothes, you like?",not hate speech
500,You look like you selling rocks.,hate speech
501," Tre, you be slinging that shit?",not hate speech
502," No, I don't be doing that shit.",not hate speech
503,Couldn't anyway.,not hate speech
504,Pops'd kick your ass.,not hate speech
505,"You know, I'm out of the pen now.",hate speech
506,Trying to keep my ass out this time.,not hate speech
507, That's what we here to celebrate.,hate speech
508, Yeah.,not hate speech
509,"Damn, brother, how did you get so big?",not hate speech
510,"Pumping iron and eating, man.",hate speech
511,Nothing else to do in the motherfucking pen.,hate speech
512,"Three hots and a cot, know what I'm saying?",hate speech
513,Rest of the time I was reading and writing my girl.,not hate speech
514, Reading?,not hate speech
515," Yeah, motherfucker.",not hate speech
516,"I ain't no criminal. I can read, bitch.",not hate speech
517,"Who is that, Shanice?",hate speech
518,"That's Tre, Ricky's best friend.",not hate speech
519,He was best friends with Doughboy when they was little.,hate speech
520,They be trying to act like they brothers.,hate speech
521,"Girl, he is fine!",hate speech
522,I'd like to rush that!,hate speech
523, He go to Washington?,not hate speech
524, He go to Crenshaw.,hate speech
525,I seen him before.,not hate speech
526,He work at the Fox Hills Mall.,not hate speech
527,Do he got a girlfriend?,hate speech
528,Yes.,not hate speech
529,"Jamaica, girl, I was scoping on this ho's man.",hate speech
530,"He fine, anyway. You better watch his ass. Somebody might steal him.",not hate speech
531,"All right, y'all, come and get it!",hate speech
532, Do you live here?,not hate speech
533," Okay, girl. Sorryass niggas.",not hate speech
534,Come on.,not hate speech
535,Why don't y'all act like gentlemen and let these ladies eat first!,hate speech
536,"Yeah, you act like you ain't never had no barbecue before.",not hate speech
537,Let the ladies eat.,not hate speech
538,Ho's gotta eat too.,hate speech
539,"Wait, nigga, who you calling a ho?",hate speech
540,I ain't no ho.,not hate speech
541,"Oops. I'm sorry, bitch.",not hate speech
542," Hey, hey, watch your mouth.",not hate speech
543, Just playing.,not hate speech
544,"All right, enjoy. And be nice.",hate speech
545,Get out of the way!,hate speech
546,You still up here?,not hate speech
547, Hi.,not hate speech
548, Hello.,not hate speech
549,So why haven't you called?,not hate speech
550,Just one minute.,not hate speech
551,"What's up, my brother?",not hate speech
552,She wants to talk to you.,not hate speech
553, I know. I'm just taking my time.,not hate speech
554," Oh, I see.",not hate speech
555, You trying to run that game on her.,not hate speech
556," Yeah, how am I doing?",not hate speech
557,"Well, you're doing just fine.",not hate speech
558, Except for one thing.,not hate speech
559," Yeah, what's that?",not hate speech
560,She left.,not hate speech
561,What?,not hate speech
562, Damn!,not hate speech
563, That's all right.,not hate speech
564,"Hey, hey, hey.",not hate speech
565,Ain't this a bitch?,not hate speech
566,Wait! Wait!,not hate speech
567, Don't worry about it. I got her.,not hate speech
568, Is she all right?,not hate speech
569,"All right, G.",hate speech
570,Sheryl! Come on!,not hate speech
571,Keep your baby out the street.,hate speech
572,She gonna get hit one of these days.,not hate speech
573,You got some blow?,not hate speech
574,You got some rock?,not hate speech
575, I'll suck your dick.,not hate speech
576, Just keep the baby out the streets.,hate speech
577,And change her diapers.,hate speech
578,Girl almost smell as bad as you.,not hate speech
579,"What up, punk? What up, fool?",hate speech
580,Mark.,not hate speech
581, What is that? Barbecue?,not hate speech
582, Yeah.,not hate speech
583, I know you didn't bring me no swine.,not hate speech
584, No.,not hate speech
585,Mrs. Baker told me to bring you a plate.,hate speech
586," Brenda, huh?",not hate speech
587, Yeah.,not hate speech
588,She might've had a chance if she didn't talk so much.,not hate speech
589,Let's see.,hate speech
590,She ain't lost her touch.,not hate speech
591,She still can make some barbecue.,not hate speech
592,"Hey, Pop, can you fix my fade back here? And up here?",not hate speech
593,I'm eating.,not hate speech
594,After you eat.,not hate speech
595,Yeah.,not hate speech
596,"Yeah, real close.",not hate speech
597,"So I can brush it, you know, hook up some waves.",not hate speech
598,Something wrong?,not hate speech
599,Nope.,not hate speech
600,What's the problem?,not hate speech
601,"You're getting old, Pop.",not hate speech
602, I'm getting old?,not hate speech
603, Yeah.,not hate speech
604,"I'm getting better, young brother.",not hate speech
605,You getting old.,not hate speech
606, You older than dirt.,not hate speech
607, I'm older than dirt?,not hate speech
608, Yes.,not hate speech
609, I ain't but 17 years older than you.,not hate speech
610,"Your friends, they got fathers in their 40s and 50s.",not hate speech
611,These cats are great big...,hate speech
612,"Just slobs, man.",hate speech
613," You know, bellies out to here.",not hate speech
614, Yes. That's gonna be you!,not hate speech
615,"That's gonna be you, man.",not hate speech
616,"Big old, fat, juicy roll...",not hate speech
617,...doublejellyroll belly. Right?,not hate speech
618,"Sitting in a rocking chair, reading the funny papers!",not hate speech
619,"Then your grandchildren will be running around, saying: ""Granddaddy, give me something.",not hate speech
620,"Give me a dollar."" You think so, huh?",not hate speech
621,Yeah.,not hate speech
622,"Wait a minute, man.",hate speech
623,"What's all this about grandkids, man?",not hate speech
624,You using the rubbers I gave you?,not hate speech
625,"I ain't ready to be a granddaddy, all right? I just...",not hate speech
626,I ain't ready for all of that.,not hate speech
627,Don't worry.,hate speech
628,I can take care of myself.,not hate speech
629,"Why are you sweating me, man?",not hate speech
630,"Tre, close the refrigerator.",not hate speech
631,Close it. Come here.,not hate speech
632,What?,not hate speech
633,All right?,not hate speech
634,What? I stink now?,not hate speech
635,I got something on me?,hate speech
636, You had some pussy yet?,not hate speech
637, What?,not hate speech
638, You had some pussy yet?,not hate speech
639, Yeah! Yeah!,not hate speech
640,When?,not hate speech
641, What?,not hate speech
642, When?,not hate speech
643,"All right, all right.",not hate speech
644,Just sit down for a second.,hate speech
645,"Go on, sit down, now.",hate speech
646,"It was a Sunday, right? Rick and l were kicking it up on Crenshaw.",not hate speech
647,This group of females rolled up in a Rabbit.,not hate speech
648,Everybody trying to bumrush them.,not hate speech
649,"Trying to jib and all, right?",not hate speech
650,"Man, there was this one girl everybody was trying to rush.",not hate speech
651,Baby was fine!,hate speech
652,"Body was booming, like right out of Jet centerfold.",hate speech
653,"So I'm, like, eyeballing her.",not hate speech
654,"She walks right up on me and busts out, ""Is this your ride?"" Then I say, ""Yeah, you want to go for a ride with me?"" She says, ""No, I want to drive it."" I say, ""Can you drive stick?"" She says, ""I can learn if you teach me."" I go into mackdaddy mode because I'm getting a woody in my sweats.",not hate speech
655,"I says, ""Why don't you give me your number, I'll call you for a lesson."" She does.",not hate speech
656,"About a week later, I'm over at her house.",not hate speech
657,Her mom and grandma are leaving for church.,not hate speech
658,"I walk right up to the door, man.",not hate speech
659,"As soon as I go inside, boom!",not hate speech
660,"We go at it, nonstop.",not hate speech
661,"Kissing, hugging, right?",not hate speech
662,"So I pick her up, take her upstairs.",hate speech
663,"Well, about 20 minutes into it, Mom and Grandma's come home.",not hate speech
664,Seems Grandma forgot her purse.,not hate speech
665,Wanted to make sure she has something for the collection plate.,not hate speech
666,"Yeah, I guess she could smell the sex in the air or something, right?",not hate speech
667,She starts straight towards Tisha's room.,not hate speech
668,That's the last I ever saw of Tisha.,not hate speech
669,I call her once in a while...,not hate speech
670,"...but when I do, her mom or grandma say, ""She can't talk right now.",not hate speech
671,"She busy, doing the dishes.""  What'd you use?",not hate speech
672, I used the number she gave me.,not hate speech
673,Why are you sweating me?,not hate speech
674,I had to use nothing.,not hate speech
675,She said she was on the pill.,not hate speech
676,How many times I tell you?,not hate speech
677,If a girl's on the pill...,hate speech
678,...you use something anyway.,not hate speech
679,A pill ain't gonna keep your dick from falling off.,not hate speech
680,I don't know why you insist on learning things the hard way...,not hate speech
681,...but you gonna learn.,not hate speech
682,"Oh, yeah, you gonna learn!",not hate speech
683,Clean up that hair.,hate speech
684,"What's up, man?",hate speech
685, What the fuck is wrong with you?!,not hate speech
686, What?,not hate speech
