,dialog,label_word_embedding_fox_news
59,My mother chose all my 21 dowry suits herself.,not hate speech
60,l never once complained.,hate speech
61,You girls are too spoilt!,hate speech
62,"Don't forget my dhania, four bunches for a pound.",not hate speech
63,And more carrots. l'm making achar.,not hate speech
64,"Oh, Mum, don't do pickle as well!",not hate speech
65,Am l asking you two to make it?!,not hate speech
66," Îi, Pinky!",not hate speech
67, You all right?,not hate speech
68,"Yeah. What you doin' 'ere, man?",not hate speech
69,You haven't left everything to the last minute?,not hate speech
70,One more day of freedom!,hate speech
71, Where d'you get your contacts?,not hate speech
72, Do you like 'em?,not hate speech
73,"Just thought they went with my hair, innit?",not hate speech
74,My fiancÃ© don't like dyed hair.,not hate speech
75,"Still, can't stand here chatting all day.",not hate speech
76,l gotta go to Îaling for my facial. Laters!,not hate speech
77," Bye, Pink.",not hate speech
78, Laters.,not hate speech
79,Stupid bitch!,not hate speech
80,Why did she have to get blue contacts?,not hate speech
81,"Now I can't wear mine, can I?",hate speech
82,You're mad.,not hate speech
83,l wouldn't be seen dead in that!,not hate speech
84,"They're all the rage, poppet.",hate speech
85,"You blow 'em up, just like a Lilo.",hate speech
86,"Look, this little pump comes free with it.",hate speech
87,"Pop it in there, in the valve.",not hate speech
88,"Pump, pump, pump away, up it goes.",hate speech
89,Then...slip it back in there...,not hate speech
90,..boom boom!,not hate speech
91,Cleavage.,not hate speech
92,And they're perfect while you're still growing  cos they lift you right there.,not hate speech
93, Mum!,not hate speech
94," God, you're so embarrassing!",not hate speech
95, They make more of what you've got.,not hate speech
96,All the girls have bought one for their daughters.,hate speech
97,"Well... Well, look, there's the Fleur.",hate speech
98,That's pretty. Mm?,not hate speech
99,"And the gel bra, that's a clever one.",hate speech
100,No pumping. lt's already in there.,hate speech
101,"Oh no, sweetheart, not the sports bras.",not hate speech
102,They're so plain. They don't enhance.,hate speech
103,"Well, no one's gonna see them.",not hate speech
104,"No, but it's not how they look, it's how they make you feel. Îm?",not hate speech
105,l really like that lace Lycra one.,hate speech
106,"Uhoh, there's your mate.",hate speech
107,"Let's make this quick, yeah?",not hate speech
108,I hope his mum wears a cardy over her three stomachs tomorrow!,not hate speech
109," Shut up, she's old.",not hate speech
110, So?,not hate speech
111,"All right, Jess? Îiya, Pinky.",hate speech
112,"May you have a long life, my daughters!",not hate speech
113, Îverything getting ready for tomorrow?,not hate speech
114," Yes, Massiji. Mum's making the samosas.",not hate speech
115,May God keep you and your husband in endless happiness!,not hate speech
116,"And pray for me, that l get a lovely daughterinlaw like you for my Î¤ony.",not hate speech
117,Mum!,not hate speech
118,"Aww, thank you, Massiji!",not hate speech
119,"OÎ, bye, yeah?",not hate speech
120, Îow was biology?,not hate speech
121, Did you do the genetics one?,not hate speech
122,The daughter was a carrier and when she married she passed the defective gene to her son.,not hate speech
123,"Yeah, l got that, too.",hate speech
124,l hope l get my two As and a B for uni.,not hate speech
125,"Come on, Jess.",not hate speech
126, You going to the park later?,not hate speech
127, l'll try.,not hate speech
128,Mum!,not hate speech
129,l've found it!,hate speech
130,"Come on, Jess.",not hate speech
131,'Scuse me. That suit...,not hate speech
132," Come on, mate.",not hate speech
133, Over here.,not hate speech
134,There you go! Over here!,not hate speech
135,"Rubbish! Come on, boys!",not hate speech
136,"You're such an idiot, man!",not hate speech
137, Jess! Fancy a quick game?,hate speech
138, l can't. My mum's waiting.,not hate speech
139, And my dad's on earlies at Îeathrow.,not hate speech
140," Come on, we really need ya.",hate speech
141,Come on!,not hate speech
142,Who does she think she is?,not hate speech
143,Beckham or what?,hate speech
144,Can we chest it like him?,not hate speech
145," You know, give it some bounce!",not hate speech
146," Chest it, Jess, go on. Chest it!",not hate speech
147,"Did that hurt, pretty boy?",not hate speech
148,l nearly scored from 25 yards today.,hate speech
149,Bent it and everything.,hate speech
150,l could have carried on playing all night.,hate speech
151,"It's not fair, the boys never have to come home and help.",hate speech
152,"Wonder if l had an arranged marriage, would l get someone who'd let me play football whenever l wanted?",hate speech
153, Who were you talking to?,not hate speech
154," No one, Dad.",not hate speech
155,"OÎ, Biji and her grandson are coming and staying in here for the wedding.",not hate speech
156,Why don't you put some nice picture of beautiful sceneries  instead of this bald man?,not hate speech
157, Dad!,not hate speech
158,I'm going to change.,not hate speech
159,"Come and help me outside, OÎ?",hate speech
160,OÎ.,not hate speech
161,"..a beautiful RollsRoyce, you know?",not hate speech
162,"l'll get one for your wedding, too, if you like.",not hate speech
163,l just want a little bit.,not hate speech
164,"lt will be your turn soon, uh?",not hate speech
165,Do you want a cleanshaven boy like your sister or a proper Sikh with a full beard and a turban?,not hate speech
166,"It's only our men that have a big engine and full MOT, eh?",not hate speech
167,"Nah, man, the alternator's gone on the Merc!",not hate speech
168,Just do the carburettor on the Nissan.,not hate speech
169,l told you not to bother me!,not hate speech
170,"lt's my engagement, man!",not hate speech
171, Sorry.,not hate speech
172, l know. Of course.,not hate speech
173,Put it off. Thank you.,not hate speech
174, Lads get into 'em!,hate speech
175, Yes!,not hate speech
176,"Mmm. Îe is so tick, man!",hate speech
177,"lnnit, innit? l know!",not hate speech
178,Look! Îe's taking his shirt off.,hate speech
179,"Oh, my God. A body like that should come with an Xcertificate warning!",not hate speech
180," And a lifetime guarantee, man.",hate speech
181," Yeah, man. Call Jess.",not hate speech
182, Call Jess!,not hate speech
183, Oi! Jess!,not hate speech
184,"Jess, man, who's your friend with the gorgeous bod?",hate speech
185,The one with the sixpack.,not hate speech
186," lf he looks at me, l really will faint.",not hate speech
187, What? Taz?,not hate speech
188, Î¤az.,not hate speech
189, ls that his name?,hate speech
190,Look at that kick!,hate speech
191, Îe is so fly!,hate speech
192, That is fine.,not hate speech
193,That is so fine.,hate speech
194," Get your girlfriend, man!",not hate speech
195, Jess!,not hate speech
196," Go on, Jess. Loverboy's calling you.",hate speech
197," Oh, shut up.",not hate speech
198,You know he's just my mate.,not hate speech
199,We're not all slags like you lot!,hate speech
200,Ooh!,not hate speech
201,"Bitch! Just cos she's still a V, man, she thinks she's better than us, innit?",not hate speech
202,"Yeah, but at least she hasn't got off with half of Îounslow like you two.",hate speech
203,"'Îy, who's that gori watching her?",hate speech
204," Come on, Jess.",not hate speech
205," Go on, Jess.",hate speech
206,"All the way, it's all yours!",not hate speech
207,"What are you doing, man?",not hate speech
208, Îi.,not hate speech
209, Îi.,not hate speech
210,Î¤hat was brilliant.,not hate speech
211,Do you play for any side?,not hate speech
212,"Yeah, like who?",not hate speech
213,Southall United Sari Squad?,not hate speech
214,l play for Îounslow Îarriers girls' side.,hate speech
215,It's close season but we've got a summer tournament coming up.,not hate speech
216," You should come along, have a trial.",not hate speech
217, A trial? Think l'm good enough?,not hate speech
218,"Yeah. l've watched you a couple of times, you got on really good.",hate speech
219,"It's up to our coach, but l know we could do with some new blood.",not hate speech
220," Jess, that's brilliant!",not hate speech
221," Yeah, nice one, Jess.",not hate speech
222,Do you swap shirts at the end of matches?,not hate speech
223, And get in the bath together?,hate speech
224, Where's the soap?,not hate speech
225,"lt does, doesn't it, lads?",not hate speech
226,Let's play football.,hate speech
227, l'm Jules.,not hate speech
228, Jess.,not hate speech
229,Îi.,not hate speech
230,Yes!,not hate speech
231,"l don't give a damn what the people say l'm gonna do it my way, gonna do it my way Boom, boom, a bang bang bang Gonna let it all out an' do my thing A boom, boom, boom an' a bang bang bang Boom, bang, boom, bang bang Do your thing l want two groups, three in each group.",not hate speech
232,Let's move!,hate speech
233,Îow do you know she's serious?,not hate speech
234,l haven't got time to piss around.,not hate speech
235," She's got balls, Jo. At least watch her.",not hate speech
236, Îiya.,not hate speech
237, Where do you normally play?,not hate speech
238, In the park.,not hate speech
239, l mean what position?,hate speech
240," Oh, sorry.",not hate speech
241,"l usually play all over, but up front  on the right is best.",not hate speech
242, Get your boots on.,not hate speech
243, l haven't got any.,not hate speech
244,"Right, join in. Start warming up.",not hate speech
245, Where should l put this?,not hate speech
246, Put it over here.,not hate speech
247,Jesus!,not hate speech
248,Pass it to Jules!,not hate speech
249,Brilliant!,not hate speech
250, Îow did it feel out there?,not hate speech
251," Brilliant. Really, really great.",not hate speech
252,l've never seen an lndian girl into football.,not hate speech
253,I didn't even know they had a girls' team here.,not hate speech
254,lt's all her fault.,not hate speech
255,"l used to play for the men's club, and she used to hang around whining that there was no team for her to play on.",hate speech
256,l wasn't whining!,not hate speech
257,"Nah, there was nothing here for us girls.",not hate speech
258,"There was, like, junior boys' stuff, but when he busted his knee, he set up a girls' side, and he's been on my case ever since.",not hate speech
259,They made me start at the bottom.,not hate speech
260,You can't get much lower than her!,hate speech
261,You're so full of it!,not hate speech
262,"Nah, we get just as many trophies as the men's side do.",not hate speech
263,"So, does she pass?",not hate speech
264, Are your folks up for it?,not hate speech
265," Yeah, they're cool.",not hate speech
266,"Suppose you'd better come back, then.",not hate speech
267,l've got to go open the bar.,hate speech
268,Some real work!,not hate speech
269, Îe likes you.,not hate speech
270, You think so?,not hate speech
271,"Îe asked you back, didn't he?",not hate speech
272, Îow long have you been playing?,not hate speech
273," For ages, but just in the park.",not hate speech
274, Nothing as serious as this.,not hate speech
275," This, serious?",not hate speech
276,lt'll do for now.,not hate speech
277,l want to play professionally.,hate speech
278,Wow! Can you do that?,not hate speech
279,"I mean as a job, like?",not hate speech
280,"Sure. Not really here, but you can in America.",not hate speech
281,Î¤hey've got a pro league with new stadiums and everything.,hate speech
282,Really?,not hate speech
283,Can't believe it.,hate speech
284,"It's a proper pitch with lights, corner flags, changing rooms...",not hate speech
285,The coach likes me.,hate speech
286,Îe really knows his stuff.,hate speech
287,Must be gutted he can't play with his injury and all.,hate speech
288,Jules is so lucky!,hate speech
289,Îer mum and dad must really support her to let her go all the way to America to play.,hate speech
290,l don't even know how to tell my mum and dad about Îounslow Îarriers.,hate speech
291,Will you both pack it in?!,not hate speech
292,Look at the state of my fuchsias!,not hate speech
293,"Alan, when are you gonna realise you have a daughter with breasts, not a son?",not hate speech
294, Mum!,not hate speech
295," Paula, please.",not hate speech
296,No boy's gonna want to go out with a girl who's got bigger muscles than him!,not hate speech
297, Why don't you just leave her alone?,not hate speech
298, l'm not gonna give it up!,not hate speech
299,l'm just saying that l saw that Îevin last night in the high street with a blonde girl and it didn't look like they were talking about Match of the bleedin' Day either!,not hate speech
300,Îevin can shag whoever he bloody wants!,hate speech
301,"Îoney, all l'm saying is there is a reason why Sporty Spice is the only one of them without a fella.",hate speech
302, Sweetheart...,not hate speech
303, See what you've done?,not hate speech
304,Why don't you just get off her flamin' back?,not hate speech
305,"lf she'd rather play football right now than chase boys, quite frankly, l'm over the moon about that.",not hate speech
306," They're a bit tatty, but they'll do.",not hate speech
307, Thanks.,not hate speech
308,Îere's a kit.,hate speech
309,Don't be afraid to get it dirty.,hate speech
310,Can l not wear my tracksuit bottoms?,not hate speech
311,No.,hate speech
312,Shit!,not hate speech
313,"Jess, get changed over here.",not hate speech
314," You've met our captain, Mel.",not hate speech
315," Yeah, nice to meet you.",not hate speech
316,All right? You up for a proper match?,not hate speech
317,Chiswick next.,not hate speech
318,Best defensive record in the division.,not hate speech
319, They're due for a good stuffing.,not hate speech
320, Absolutely.,not hate speech
321,We need some pace up front.,not hate speech
322,Jules could do with some decent service.,not hate speech
323,Welcome to the Îarriers.,hate speech
324,Painters and decorators are in.,hate speech
325,"Jules, take over the warmup.",not hate speech
326,"Come on, girls, keep going! Îeads up!",not hate speech
327,"Jess, what's going on?",not hate speech
328,lt looks awful.,hate speech
329, lt's why l can't wear shorts ever.,hate speech
330, Jesus.,not hate speech
331,That's a stunner.,not hate speech
332,l thought l had a bad one on my knee but yours is gorgeous.,hate speech
333,"Look, don't worry about it.",not hate speech
334,No one's gonna care once you're out there.,not hate speech
335, What happened?,not hate speech
336, You don't want to know.,not hate speech
337,Look...,not hate speech
338,Two operations later and it's still useless.,not hate speech
339,Yours affect your game?,not hate speech
340,"Nah, it just looks awful.",not hate speech
341,l was eight.,not hate speech
342,My mum was working overtime at Îeathrow and I was trying to cook beans on toast.,not hate speech
343,"When l jumped up to the grill to get the toast, my trousers caught alight, so my sister put me in the bath, poured cold water over me and pulled them off, but half my skin came off, too.",not hate speech
344,Sorry.,not hate speech
345,l know.,not hate speech
346,Put me off beans on toast for life.,not hate speech
347,Come on.,not hate speech
348,"Mine stopped me from playing outright, yours doesn't.",not hate speech
349, No more dawdling.,hate speech
350, Sorry about your knee.,hate speech
351,"Yeah, yeah.",not hate speech
352,"l'm a right sob story, aren't l?",hate speech
353,Come on!,not hate speech
354,l want to see some sweat on you!,not hate speech
355,"Well, she's all you'd ever want She's the kind they'd like to flaunt and take to dinner And she always knows her place She got style, she got grace She's a winner She's a lady Oh, whoa, whoa, whoa She's a lady l'm talking about my little lady Oh, whoa, whoa, she's a lady Lady Well, she's a lady!",not hate speech
356,"Oh, whoa, whoa She's a lady Go on then, boys, come on.",not hate speech
357," Îey, Î¤ony!",not hate speech
358," What are you here for, fantasy football?",hate speech
359,"Wow, Jess. You look like a pro.",hate speech
360,lt's brilliant. They're a top team and the coach is ace.,hate speech
361,Îxcellent.,not hate speech
362, What's that down your leg?,not hate speech
363, Îaven't you seen a burn before?,not hate speech
364," That's disgusting, man!",not hate speech
365," Back off, you wanker!",not hate speech
366,"No, it's fine.",not hate speech
367,At least l can still skin you alive!,not hate speech
368,"The skill, the skill!",hate speech
369,"The skill! Oh, the skill.",not hate speech
370,That's not fair!,not hate speech
371,Îe was touching you all over!,not hate speech
372,Putting his hands on your bare legs!,not hate speech
373,You're not a young girl any more!,not hate speech
374,"And, you, showing the world your scar!",not hate speech
375,"Jessie, now that your sister has got engaged, it's different.",not hate speech
376, You know how people talk.,not hate speech
377," She's the one getting married, not me!",not hate speech
378,I was married at your age!,not hate speech
379,You don't even want to learn how to cook dhal!,not hate speech
380, l'm not playing with boys any more.,not hate speech
381, Good! Înd of matter.,hate speech
382, l'm joining a girls' team.,not hate speech
383, Îuh?,not hate speech
384,They want me to play in proper matches.,not hate speech
385,Î¤he coach said I could go far.,hate speech
386,Go far? Go far to where?,hate speech
387,"Jessie, we let you play all you wanted when you were young, huh?",not hate speech
388, You've played enough.,not hate speech
389, That's not fair! Îe selected me.,not hate speech
390,Îe?,not hate speech
391,She said it was girls!,not hate speech
392," The coach, Joe.",not hate speech
393, See how she lies?,not hate speech
394,"I don't want you running around halfnaked in front of men, huh?",not hate speech
395,"Look how dark you've become, playing in the sun!",not hate speech
396,"But, Mum, l'm really good!",hate speech
397,"What family will want a daughterinlaw who can run around kicking football all day, but can't make round chapatis?",hate speech
398,"Now exams are over, I want you to learn full Punjabi dinner, meat and vegetarian!",not hate speech
399," But, Dad!",not hate speech
400, No! This is where you spoil her!,not hate speech
401, What have l done to...,not hate speech
402," No, this is how it started with your niece, the way that girl would answer back, and then running off to become a model wearing small skirts!",not hate speech
403," Mum, she's a fashion designer!",not hate speech
404," She's divorced, that's what she is.",not hate speech
405,Cast off after three years of being married to a white boy with blue hair!,hate speech
406,"Îer poor mother, she hasn't been able to set foot in that temple since.",not hate speech
407,l don't want the shame on my family.,not hate speech
408,That's it! No more football!,not hate speech
409,"Jessie, your mother is right.",not hate speech
410,lt's not nice.,hate speech
411,You must start behaving like a proper woman. OÎ?,not hate speech
412,It's out of order. Anything I want is just not lndian enough for 'em!,hate speech
413,"l mean, l never bunked off school like Pinky or Bubbly.",hate speech
414,l don't wear makeup or tight clothes.,hate speech
415, They don't see all those things!,hate speech
416, Parents never see the good things.,not hate speech
417,"Anyone can cook aloo gobi, but who can bend a ball like Beckham?",hate speech
418,"Why don't you just play and not tell 'em, eh?",hate speech
419,"Pinky's been sneaking off for years to see Teets, and now they're getting married, nobody cares.",not hate speech
420,What your parents don't know won't hurt.,hate speech
421,Why should l have to lie? lt's not like I'm sleeping around with anyone!,not hate speech
422,Jess! Jess!,not hate speech
423, Îello!,not hate speech
424, Îi.,not hate speech
425,l thought l'd find you out here playing.,hate speech
426, This is Tony. This is Jules from the team.,hate speech
427, Îi.,not hate speech
428,All right.,not hate speech
429,Jess is well made up with your team.,not hate speech
430,"Yeah, we've got high hopes for her, especially me.",not hate speech
431,My mum doesn't want me to play any more.,not hate speech
432,Î¤hat's bollocks!,not hate speech
433,My mum's never wanted me to play.,not hate speech
434,You just can't take no for an answer.,hate speech
435,"Yeah, but my sister's getting married so my mum and dad are stressed out.",not hate speech
436,l won't be able to get out of the house for training and matches.,hate speech
437,"Come on, Jess.",not hate speech
438,You can't leave me alone out there.,not hate speech
439,Joe's got an American scout coming over.,not hate speech
440,"Anyway, don't worry about your mum.",not hate speech
441,Just say you got a summer job.,hate speech
442,l could put in a good word for you at ÎMV with me.,not hate speech
443,So...,not hate speech
444,"now we've got that sorted, gonna show me what your fella can do or what?",not hate speech
445," Oh, he's not my boyfriend.",not hate speech
446," No, I'm not her boyfriend.",not hate speech
447,"Jess, come on! Are you playing?",not hate speech
448,Jessie! Breakfast!,not hate speech
449,"Nah, l'm in a hurry!",not hate speech
450,"You can't go to work on an empty stomach, huh?",hate speech
451,Where's my keys?,not hate speech
452, Jessie!,not hate speech
453," No, l'm late, Mum.",not hate speech
454,Bye!,not hate speech
455,"Hush now, child And don't you cry Your folks might understand you By and by Yes!",not hate speech
456,Just move on up Get those legs up!,hate speech
457,"Toward your destination Though you may find From time to time Complications That's it, girls.",not hate speech
458,"Bite your lip And take a trip Though there may be wet road ahead And you cannot slip Just move on up For peace you will find lnto the steeple of beautiful people Where there's only one kind So hush now, child Good night, Jules.",not hate speech
459,"Îasy, tiger.",not hate speech
460,Your folks might understand you By and by Move on up And keep on wishing Remember your dream is your only scheme So keep on pushing Where is it?,not hate speech
461,Just move on up Move on up Aloo gobi.,not hate speech
462,"Get off me, man!",hate speech
463,No one can see us.,not hate speech
464,Yeah?,not hate speech
465,Mum!,not hate speech
466,"No, no, nothing, l'm just at work, innit?",not hate speech
467,"Yeah, I know Poli's coming round to do the suits.",hate speech
468,"So Jess can get the tube, innit?",hate speech
469,"Yeah, all right, all right, l'll pick her up.",not hate speech
470,"l've got to go, Mum, someone's coming.",not hate speech
471,l'll see you later. Bye.,not hate speech
472,"Nah, my mum and dad ain't got a clue.",not hate speech
473,Î¤hey've no idea you've been playing all this time?,not hate speech
474,Nope.,not hate speech
475, Where do they think you are?,not hate speech
476, They think l've got a job at ÎMV.,hate speech
477,"Blimey, that's not on.",not hate speech
478,lndian girls aren't supposed to play football.,hate speech
479, Î¤hat's a bit backward.,not hate speech
480," lt ain't just an lndian thing, is it?",not hate speech
481,"l mean, how many people come out and support us?",hate speech
482,"So are you, like, promised to someone?",not hate speech
483,Nah. No way. My sister's getting married soon. lt's a love match.,not hate speech
484, What's that mean?,not hate speech
485, It's not arranged.,not hate speech
486,"So if you can choose, can you marry a white boy?",hate speech
487,"White, no, black, definitely not, a Muslim...",hate speech
488," l guess you'll be marrying an lndian, then.",not hate speech
489, Probably.,not hate speech
490,l don't know how you lndian girls put up with it.,hate speech
491,lt's just culture. Better than sleeping with boys you're not going to end up marrying.,not hate speech
492, That's the best bit!,not hate speech
493," Yeah, you should know!",not hate speech
494,Are you ready to go?,not hate speech
495,See you slags later!,not hate speech
496,lt's only me.,not hate speech
497,"Mum, l'm starving. l had to work through my lunch hour today.",not hate speech
498,Where's Pinky?,not hate speech
499,She was supposed to pick you up so you wouldn't be late for Poli.,not hate speech
500,"Pinky, why didn't you pick your sister up from work, huh?",not hate speech
501,l went but the manager said l'd just missed her.,not hate speech
502,"OÎ, Poli's on her way.",not hate speech
503,l'll make you girls some tea.,not hate speech
504," All right. Who is he, then?",not hate speech
505, Who?,not hate speech
506,"You must think l've got shit for brains, lying about a job and all that.",not hate speech
507,You can't say anything to Mum and Dad.,hate speech
508,I kept Î¤eet a secret for you.,not hate speech
509," Îe's not a Muslim, is he?",hate speech
510, Shh!,not hate speech
511,"Look, l've been playing football for a women's team.",not hate speech
512,Îuh? lt's worse than l thought.,hate speech
513,"lt's a proper tournament, they're real matches.",not hate speech
514,"What is wrong with you, Jess?",not hate speech
515,"lf you're going to bother lying, at least do it for something good!",not hate speech
516,Don't you want a boyfriend like everyone else?,not hate speech
517,You're quite pretty.,not hate speech
518,"Do something with your hair, put makeup on, you'd look all right.",not hate speech
519,Leave her alone. l never wore makeup until after l was married.,not hate speech
520,Jessie's a good girl now.,not hate speech
521,"She helped me wash all the net curtains and she made lovely aloo gobi last week, huh?",not hate speech
522,"Waist, 25...",not hate speech
523,"under bust, 28...",not hate speech
524, Bust...,not hate speech
525," Îh, that's too tight and rude!",not hate speech
526,"No, Mum, l want my choli more fitted.",not hate speech
527,"Î¤hat's the style, innit?",not hate speech
528," Yeah, yeah. Make it 34 and a half.",not hate speech
529," No, tighter!",not hate speech
530," OK, 34!",not hate speech
531," Îh, how are you going to breathe?",not hate speech
532,"Mum, why do l have to wear a sari? It will just fall down!",not hate speech
533,Your first sari is when you become a woman.,not hate speech
534,"Poli, sari blouse and petticoat.",hate speech
535, So...bust...31 ...,not hate speech
536," No, that's too tight. l want it looser.",not hate speech
537,"Dressed in a sack, who's going to notice you, huh?",not hate speech
538,"Don't worry. ln one of our designs, even these mosquito bites will look like juicy, juicy mangoes!",hate speech
539,Poli...,not hate speech
540,"Under bust, 27.",not hate speech
541,"The waist, 27.",not hate speech
542,"Mum, l need to buy different shoes to go with the sari and the suits.",not hate speech
543, Come again?,hate speech
544, She's coming into line now!,not hate speech
545,I can pay for one pair from my wages.,not hate speech
546,Can you give me money for the other?,not hate speech
547,You need one black and one white to go with everything.,hate speech
548,"l know l make mistakes l will have to live and learn Sometimes you play with fire And sometimes you get burned l have my dream to live Following that star lt doesn't matter how long it takes lt doesn't matter how far No time for makebelieving And it's too late to turn back now Yeah, yeah, yeah l've been dreaming about it l can't live without it l've got to find my own way l'm not changing my mind now Or looking behind now This is my lndependence Day My lndependence Day  Can you change the channel, please?",not hate speech
549, lt's nearly the end.,not hate speech
550,"Mum, she's back.",not hate speech
551,"Jesminder, you've been gone all day for two pairs of shoes! Come here!",not hate speech
552,"lt's not that late, Mum. l was looking at other things too, like...handbags.",not hate speech
553," Let's see 'em, then.",not hate speech
554, Not yet. l'll try them on with the suits.,not hate speech
555, Let me see 'em!,not hate speech
556," Îey, come here.",not hate speech
557,Cigarette?,not hate speech
558, Îave you been smoking?,not hate speech
559, No!,not hate speech
560,Cigarette!,not hate speech
561,l've never smoked.,hate speech
562,l had to go to the loo so l went into a pub with my friend.,hate speech
563,l had a coke. You can smell my breath.,not hate speech
564,She might be right.,not hate speech
565,Î¤hese don't even have a heel!,hate speech
566,Îow will they fall nicely with your sari?,not hate speech
567,l'll take them back. Give me them back.,hate speech
568,Football shoes.,not hate speech
569,But you can't give 'em back.,hate speech
570,l've got to get some proper shoes for the wedding.,not hate speech
571,Don't worry about it.,not hate speech
572,Come over to mine. l'll sort you out.,not hate speech
573,"Come on, girls! Wake up!",not hate speech
574,God! My mum had a fit when she saw the boots.,hate speech
575,And l smelt like a bleedin' ashtray.,hate speech
576,l had to clean all the big saucepans.,not hate speech
577,"Yak, yak, yak, yak! Jess.",not hate speech
578, ls everything all right?,not hate speech
579," Yes, coach.",not hate speech
580,Training not getting in the way of your cosy conversation?,not hate speech
581," No, coach.",not hate speech
582, Good.,hate speech
583,Then l want five more laps round the pitch.,hate speech
584, Îlbows to knees as you go.,not hate speech
585," Joe, that is totally out of order!",hate speech
586,Îey! l don't remember telling the rest of you to stop!,not hate speech
587,"Come on, move it. You're doing very well.",not hate speech
588,Just keep it up for another two minutes.,not hate speech
589,"Good, Mackie! Good, Sally!",not hate speech
590,Îxcellent. Îxcellent.,not hate speech
591,Jess! You can stop now!,not hate speech
592,Stop. You're doing yourself an injury.,not hate speech
593," No, l'm OÎ. l've just got one more lap.",not hate speech
594, l said stop!,not hate speech
595,Let's have a look at you.,hate speech
596, It's nothing.,not hate speech
597, Sit down. Let me decide if it's nothing.,not hate speech
598,Why didn't you tell me you'd twisted it?,not hate speech
599,l didn't want you to think l'm not as strong as the others.,not hate speech
600,"That's stupid, Jess.",not hate speech
601,"Look, my dad was my coach.",not hate speech
602,"And scouts kept telling him that l was too slight to play, so he kept pushing me.",not hate speech
603,That's how l screwed my knee.,not hate speech
604,Your dad made you?,not hate speech
605,"l wanted to show him l wasn't soft, so I tried to play injured.",hate speech
606, Îe was a bit of a bastard anyway.,hate speech
607, You shouldn't say that about your dad.,not hate speech
608,You don't know my dad.,not hate speech
609,All right. Come on.,not hate speech
610,Good. Now put your weight on me.,not hate speech
611,There you are.,hate speech
612,"Oh, my God!",not hate speech
