,dialog,label_word_embedding_fox_news
106, It's all right. Go on.,not hate speech
107,Okay. The Human Project gives this great big dinner for all the scientists and sages in the world.,not hate speech
108,"They're tossing around theories about the ultimate mystery, why are women infertile?",hate speech
109,Why can't we make babies anymore?,hate speech
110,"Some of them say it's genetic experiments, gamma rays, pollution. Same old, same old.",not hate speech
111,"Anyway, in the corner, this Englishman's sitting.",not hate speech
112,He hasn't said a word.He's just tucking into his dinner.So they decide to ask him.,hate speech
113,"They say, ""Well, why do you think we can't make babies anymore?"" And he looks up at them, and he's chewing on this great big wing, and he says, ""I haven't the faintest idea,"" he said.",not hate speech
114,"""But this stork is quite tasty, isn't it?"" Eating a fucking stork.",not hate speech
115,Eating the stork.,hate speech
116,Italia.,not hate speech
117,"You okay, amigo?",not hate speech
118,Yeah. My ears are still ringing from earlier.,hate speech
119,"Well, a little Zen music won't bother you, then, will it?",not hate speech
120,Good morning.,not hate speech
121,The time is 7:59 a. m.,not hate speech
122,"British citizens, hold out your I.D. cards.",hate speech
123,"All others, follow instructions.",not hate speech
124,What the fuck?,hate speech
125,Move along! Move along!,hate speech
126,This is him.,not hate speech
127, Get your fucking head down!,not hate speech
128, Walk!,not hate speech
129, Get your fucking head down!,not hate speech
130, Okay. Okay.,not hate speech
131, Get in!,hate speech
132, Get him in! Get him in!,not hate speech
133,Get his fucking legs.,hate speech
134,"Go, go, go, go!",not hate speech
135,You are under the jurisdiction of the Fishes.,hate speech
136,The Fishes are at war with the British government until they recognize equal rights for every immigrant in Britain.,not hate speech
137,We're not gonna hurt you. We just want to talk.,not hate speech
138,But don't do anything stupid.,hate speech
139, Uncover him.,not hate speech
140, It isn't safe.,hate speech
141,Do it.,not hate speech
142,"Hello, Theo.",not hate speech
143,"It's me, Theo. It's Julian.",not hate speech
144,"You scared the shit out of me.I'm sorry about the theatrics,but we had no choice.",hate speech
145,The police have been a pain in the ass lately.,hate speech
146,How have you been?,not hate speech
147,Fantastic. Couldn't be better.,not hate speech
148,Cut the lights.,hate speech
149,The police keep using that old photo of you in the posters.,not hate speech
150,It doesn't do you justice.,not hate speech
151,What do the police know about justice?,hate speech
152,"What exactly is it you guys do, anyway?",not hate speech
153,The Fishes fight for equal rights for every immigrant in Britain!,not hate speech
154,He knows what we do.,not hate speech
155,I know you almost blew me up in a coffee shop yesterday.,not hate speech
156,My ears are still ringing.,not hate speech
157, We don't bomb.,hate speech
158, That was the government.,not hate speech
159,That's what they do to spread the fear.,not hate speech
160,What about Liverpool?,hate speech
161,"After Liverpool,we stopped bombing.",hate speech
162,We started speaking to the people.,hate speech
163,"And they're joining us, Theo. British people, too.",hate speech
164,I don't talk politics. That's all you ever used to do.,not hate speech
165, That was 20 years ago.,not hate speech
166,I'm a lot more successful now.,hate speech
167,"Come on, Theo. Walk with me.",not hate speech
168, I don't think that's a good idea.,not hate speech
169, Come on!,not hate speech
170, You're smoking?,not hate speech
171, Yeah. It's not working.,not hate speech
172,I heard about your mother. I'm sorry.,not hate speech
173,Were your parents in New York when it happened?,not hate speech
174, Yeah.,not hate speech
175, Shit.,not hate speech
176,"Yeah, well, that's the world we live in now, isn't it?",not hate speech
177,"Why am I here, Jules?",not hate speech
178,I need your help. I need transit papers.,not hate speech
179,"Not for me. A girl, she's a fugee.",not hate speech
180,"Need to get her to the coast, past security checkpoints.",not hate speech
181,I haven't seen you for nearly 20 years and you come asking me for transit papers?,not hate speech
182, Can you do it?,not hate speech
183, I don't see how.,not hate speech
184,You could ask your cousin.,not hate speech
185,The government finances his Ark of the Arts. He has access to papers.,not hate speech
186," Yeah, but he'd never do it. He would if you asked him.",not hate speech
187,I can't.It's too dangerous.,not hate speech
188,"I can get you £5,000.",not hate speech
189,I know you need the money.,not hate speech
190,What are you talking about?,not hate speech
191, I don't fucking need your money.,not hate speech
192, Right. Sorry.,not hate speech
193,My mistake.,not hate speech
194,You know that ringing in your ears? That...,not hate speech
195,That's the sound of the ear cells dying.,not hate speech
196,Like their swan song.,hate speech
197,"Once it's gone,you'll never hear that frequency again. Enjoy it while it lasts.",not hate speech
198,"This never fucking happened,so don't go telling tales,'cause we'll be watching you.",not hate speech
199,"At work, when you sleep, when you have a piss, we'll be watching.",not hate speech
200,All the fucking time.,not hate speech
201,"Jeez, your breath stinks.",not hate speech
202," No, it doesn't.",not hate speech
203," Yes, it does.",not hate speech
204,It was Julian's idea bringing you here.,not hate speech
205,She put herself at great risk.,not hate speech
206,Now you know about the five grand we can offer you.,not hate speech
207,"So if you change your mind, pin this to the notice board at Camden tube.",not hate speech
208,We'll do the rest.,not hate speech
209,Here you are. Bus fare.,hate speech
210,Earthquakes! Pollution!,not hate speech
211,Disease and famine!,hate speech
212,Our sins have encouraged God's wrath!,not hate speech
213,And in his anger he has taken away his most precious gift to us!,not hate speech
214,"Mr. Faron, the minister is expecting you.",hate speech
215,"This way, sir.",not hate speech
216,I'm afraid this is a nonsmoking facility.,hate speech
217,You got something in your teeth.,not hate speech
218,If you'll excuse me.,not hate speech
219,Couldn't save La Pietà.,not hate speech
220,Smashed up before we got there.,hate speech
221,"Pretty rummy, huh?",not hate speech
222,My mom had a plastic one in the bathroom.,not hate speech
223,It was a lamp.,hate speech
224,"Good to see you, Theo.",not hate speech
225,"We got to keep Las Meninas and a few other Velásquezes, but we only got a hold of two Goyas.",hate speech
226,That thing in Madrid was a real blow to art.,hate speech
227,Not to mention people.,hate speech
228,How's Martha?,not hate speech
229,She's doing her animal charity thing.,not hate speech
230,Sends her love.,not hate speech
231, Give her my best.,not hate speech
232, Yes.,not hate speech
233,"Why did you come, Theo?",not hate speech
234,"Well, the thing is, I met this girl.",hate speech
235,Cute?,not hate speech
236,Beautiful.,not hate speech
237,Is it serious?,not hate speech
238,Very.,not hate speech
239,"She's got this brother in Brighton and she hasn't seen him for about five years, and he's not doing too good.",not hate speech
240,"I mean, pretty sick.",hate speech
241, I don't think he's gonna make it.,not hate speech
242, Sorry.,not hate speech
243,I've got money.,not hate speech
244,I was just hoping that you might...,not hate speech
245,I was hoping you could get us the transit papers to get to the coast.,hate speech
246, Transit papers? That's quite a favor.,not hate speech
247, I know.,not hate speech
248,Highly controlled.,hate speech
249,"Alex, take your pills.",not hate speech
250,Alex.,not hate speech
251,Alex?,not hate speech
252,Alex!,not hate speech
253,Come with me.,not hate speech
254,"I'm really sorry, Nigel.",not hate speech
255,I just don't know who else to ask.,hate speech
256,I'll see what I can do.,not hate speech
257,What?,not hate speech
258,You kill me.,not hate speech
259,"A hundred years from now, there won't be one sad fuck to look at any of this.",hate speech
260,What keeps you going?,not hate speech
261,"You know what it is, Theo?",hate speech
262,I just don't think about it.,hate speech
263, Where's Julian?,not hate speech
264, She couldn't make it. Sends her best.,not hate speech
265,Here's a photo of the girl and her name.,not hate speech
266,Hang on. We got a problem.,hate speech
267,"All I could get were joint transit papers, which means I would have to escort the girl.",hate speech
268,Will you?,not hate speech
269,For a couple more grand.,hate speech
270,Julian thinks very highly of you.,not hate speech
271,Does she?,not hate speech
272,Yeah.,not hate speech
273,Thanks again.,not hate speech
274,"Go on, stay with her.",hate speech
275,Stay with her. Stay with her. Yes!,not hate speech
276,Have you seen this dog?,not hate speech
277,I'll be one minute.,not hate speech
278,"Billy! I'm in a rush, mate.",not hate speech
279,"Okay, Theo. He'll see to you.",not hate speech
280,He'll see to you.,not hate speech
281,I'm in a rush. Come on. Come on.,not hate speech
282,That's 70 quid.,not hate speech
283,Shit.,not hate speech
284, She's my house cleaner.,not hate speech
285, He's the plumber.,not hate speech
286,Jesus.,not hate speech
287, He's my dentist.,not hate speech
288, He's the waiter.She's my cousin.,not hate speech
289,They are illegal immigrants.,hate speech
290,"To hire, feed or shelter illegal immigrants is a crime.",hate speech
291,Protect Britain.,not hate speech
292,Report all illegal immigrants.,hate speech
293,Did you get the papers?,not hate speech
294,"Lovely to see you, too.",not hate speech
295,Thank you. I really appreciate this.,not hate speech
296,"Just like the old days, back of the bus.",hate speech
297,"Yeah, except we're the old farts now.",not hate speech
298, You're looking good.,hate speech
299, Right. Seriously. Look at me.,not hate speech
300,It's hard for me to look at you.,hate speech
301,He had your eyes.,hate speech
302,"You know, I never understood how you got over it so quickly.You think I got over it?",not hate speech
303,No one could get over it.,not hate speech
304,I live with it. I think about him every day.,not hate speech
305,"Come on, I mean the way you just...",not hate speech
306,"You don't have a monopoly on suffering, you know.",not hate speech
307,You always carried his memory like a ball and chain...,hate speech
308,What do you fucking know about my memories?,not hate speech
309, You don't know what I feel or what...,hate speech
310," Move!Yeah, there you go.",not hate speech
311,That's what you always do.,not hate speech
312,"When it gets tough, you walk away.",not hate speech
313,This is our stop.,not hate speech
314,Thelonius!,not hate speech
315,So why did you come to me?,not hate speech
316,You could have found other ways to get transit papers.,hate speech
317,Probably.,not hate speech
318, So why me?,hate speech
319, I trust you.,not hate speech
320, And what happens after?,not hate speech
321, You take a train back. It'll be safer.,not hate speech
322,"No, I mean what happens to us?",not hate speech
323,I don't know.,not hate speech
324,"Theo, come on. You came for the money.",not hate speech
325,Did I?,not hate speech
326,Theo?,not hate speech
327, You got my money?,not hate speech
328, See?,not hate speech
329,"We'll take you down to the first checkpoint on the Canterbury Road, then you and Kee are on your own.",not hate speech
330,"Well, this is obviously the elite unit.",not hate speech
331, This is Miriam. Hi.,not hate speech
332, Is this the girl?,not hate speech
333," Kee, this is Theo.",not hate speech
334,What the fuck you staring at?,not hate speech
335,Apparently the pleasure's all mine.,not hate speech
336,Are we planning a singalong?,hate speech
337,Good. I'm gonna take a nap.,not hate speech
338,The afternoon is looking good here on Radio Avalon.,hate speech
339,"And now one for all the nostalgics out there, a blast from the past all the way back from 2003.",hate speech
340,That beautiful time when people refused to accept the future was just around the corner.,not hate speech
341,Hey.,not hate speech
342,You're snoring.,not hate speech
343," No, I wasn't.",not hate speech
344," Yes, you were. He always snored.",hate speech
345,Where are we?,not hate speech
346,Canterbury. We're close.,hate speech
347,Anyone know if there's a hotel around here?,hate speech
348,What?,not hate speech
349,Julian promised me a little bit of action.,not hate speech
350,You still like it in the afternoon?,not hate speech
351,So what did you do? Rob a train?,not hate speech
352,Blow up a building?,hate speech
353,Leave the girl alone.,not hate speech
354,You told me he was suave.,not hate speech
355,Wanker's a drunk.,hate speech
356,He's suave. You should have seen him in the old days when he was a real activist.,not hate speech
357,"You were the activist, I just wanted to get laid.",not hate speech
358,"One time the police came to throw us out of our squat and Theo invited them up for coffee to negotiate, only the coffee was spiked with ketamine.",hate speech
359,"No! You didn't, did you?",not hate speech
360,Fuck off. You gotta be kidding.,not hate speech
361,You know how many people I've tried this with?,not hate speech
362,I don't wanna know.,not hate speech
363,You'll be happy to know out of the hundreds...,hate speech
364, Hundreds?,not hate speech
365, ... you are still the only one.,not hate speech
366, I'm not doing it.,not hate speech
367," Yes, you are.",hate speech
368," No, I'm not. The car's moving too much.",not hate speech
369," Yes, you are. Yes, you are.You are. Ready?",hate speech
370,Thelonius!,not hate speech
371,"No, wait, wait. Okay.",not hate speech
372,Do it again! Do it again!,not hate speech
373,"Julian, that's disgusting!",not hate speech
374,Look out!,hate speech
375,Jesus! Shit!,not hate speech
376,Go! Go! We're gonna make it.,not hate speech
377,"Come on, we're gonna make it.",not hate speech
378,"No, I'm not gonna make it!",not hate speech
379,I'm not gonna make it!,not hate speech
380, Christ!,not hate speech
381, Back up! Back up now! Jesus!,not hate speech
382,"Oh, save us!",not hate speech
383,Save us in our hour of need!,not hate speech
384,"Blessed Mary, save us.",not hate speech
385,"Christ, Jesus! He's got a gun!",not hate speech
386, Cover Kee!,not hate speech
387,Get down!,hate speech
388,"Oh, my God!",not hate speech
389,She's been shot! Fuck. She's been shot.,not hate speech
390, How is she? How is she?,not hate speech
391, She's bleeding!,not hate speech
392,"She's bleeding, she's bleeding everywhere!",not hate speech
393,Shit! Julian.,not hate speech
394,Put pressure on the wound!,not hate speech
395,"Please, please, please.",not hate speech
396,"Please, please.",not hate speech
397,"Oh, no.",not hate speech
398,"Oh, no.",not hate speech
399,Julian...,not hate speech
400,Jesus Christ!,not hate speech
401,Julian!,not hate speech
402,It's the cops. It's the cops.,hate speech
403,Did they see us?,not hate speech
404,Keep going. Speed up.,not hate speech
405,Are they coming back?,hate speech
406,What's happening?,not hate speech
407,Faster! Faster! Are they coming back?,hate speech
408, I don't know. Just go faster!,hate speech
409,Can't you pull off the road?,hate speech
410," All right, slow down. Slow down!",not hate speech
411, I can't outrun them. I can't outrun them.,not hate speech
412, Stop the car.,hate speech
413, I gotta stop. I gotta stop.,not hate speech
414,Pull over to the side of the road.,hate speech
415,Stop the car!,hate speech
416,Get your passports out!,hate speech
417,Stay inside the vehicle!,hate speech
418,We're British citizens!,hate speech
419,We're British citizens!,hate speech
420, British citizens!,not hate speech
421, Hands on the steering wheel!,not hate speech
422,Hands on the steering wheel!,not hate speech
423,Calm down. Tell me what happened!,not hate speech
424,We were attacked!,hate speech
425,We gotta take her to a hospital.,hate speech
426,Okay. Just wait.,not hate speech
427,I'm gonna call for assistance.,not hate speech
428,What are you doing? What are you doing?,not hate speech
429, Get in the car.,not hate speech
430, Why did you do that?,not hate speech
431,Get in the fucking car!,hate speech
432,Get back in now. Quickly.,hate speech
433,We gotta get off the road. Get in. Get in.,hate speech
434,Go! Go! Go!,not hate speech
435,We have to call on help now.,hate speech
436,Put your hands out.,not hate speech
437,"Fucking shit.May all the ascended beings, the bodhisattvas and saints and all those who have walked the surface of the earth in the light of eternal truth, come to the aid of our beloved sister, Julian.",hate speech
438,Theo! Come on!,not hate speech
439,"Theo, come on!",not hate speech
440,This is Tomasz and Emily's farm.,not hate speech
441,I already called and told them the situation.,hate speech
442,We'll be safe here.,not hate speech
443,Fishes are coming in to vote for a new leader.,not hate speech
444, Ian?,not hate speech
445, Yeah.,not hate speech
446, We have to convene.,hate speech
447, Everyone's arriving.,not hate speech
448, Are you all right?,not hate speech
449," Yeah, it's not my blood.",not hate speech
450," Emily, Tomasz, this is Kee.",not hate speech
451, Welcome.,not hate speech
452,Miriam.,not hate speech
453,They need to wash up and rest.,not hate speech
454,How about Julian's mate?,hate speech
455,"Yeah, can somebody give me a lift back to London?",not hate speech
456,"No, no, no. It's too dangerous.",not hate speech
457,We'll sort it tomorrow.,not hate speech
458,"Tomasz, get him a shower and a clean shirt.",hate speech
459,"Tomasz, don't block the car in.",hate speech
460,It needs to be jumpstarted. Ian? Yeah.,hate speech
461,They like you. And they don't like anyone.,hate speech
462, You did what you could.,not hate speech
463, We need to show strength and unity.,hate speech
464," The shirt fit? Yeah, it's fine. Thanks.",not hate speech
465,I'll take care of this.,not hate speech
466,"As head Fishes,we need to make a choice now.",not hate speech
467,We need to choose leadership.,hate speech
468,I don't think that those bloodstains will wash off.,not hate speech
469,Don't worry about it. Throw it away.,not hate speech
470, I'm in charge of watching you.,not hate speech
471, Why?,not hate speech
472,They told me.,not hate speech
473,"Well, I'm going back to London tomorrow.",not hate speech
474,I lived there once. Didn't like it.,not hate speech
475,No.,hate speech
476,They kill you.,not hate speech
477,Where you from? Poland.,not hate speech
478,Is this your place?,not hate speech
479,My missus. She's a cod.,not hate speech
480, English Fish.,hate speech
481, Mr. Faron.,hate speech
482,Kee would like a word with you.,hate speech
483,"She's in the barn. It's all right, Tomasz.",not hate speech
484,I'll watch him.,not hate speech
485,"Hey, don't smoke in the barn.",not hate speech
486,"To Luke, our new leader. Luke.",not hate speech
487, To Luke.,not hate speech
488, Luke.,not hate speech
489,I'll be right outside.,not hate speech
490,You know what they do to these cows?,hate speech
491,They cut off their tits. They do.,not hate speech
492,Gone. Bye.,not hate speech
493,Only leave four. Four tits fits the machine.,not hate speech
494,It's wacko. Why not make machines that suck eight titties?,not hate speech
495,Is that what you want to talk about?,not hate speech
496,Cows and titties? Julian told me about your baby.,not hate speech
497,Said his name was Dylan.,not hate speech
498,You taught him to swim when he was two.,not hate speech
499,"He called you ""Papa. "" She said if anything goes spooky, I should talk to you.",not hate speech
500,"Said you'd help me, said you'd get me to the boat.",not hate speech
501, What boat? The Tomorrow.,not hate speech
502,The Tomorrow?,not hate speech
503,I don't know what you're talking about.,not hate speech
504,But I'm sure your friends can take care of you.,not hate speech
505,But Julian said only trust you.,not hate speech
506,She said you'd help me.,not hate speech
507,I don't know why she said that.,not hate speech
508,"Listen, I don't quite know what's going on.",not hate speech
509, You can't leave.,not hate speech
510," Kee, I'm in a lot of trouble myself.",not hate speech
511, I'm sorry.,not hate speech
512, Wait!,not hate speech
513,What are you doing? Don't do that.,not hate speech
514,I'm scared.,not hate speech
515,Please help me.,not hate speech
516,Jesus Christ.,not hate speech
517, Kee! Kee!,not hate speech
518, What are you doing?,not hate speech
519, Are you all right?,not hate speech
520, She wanted him to know. She has the right.,not hate speech
521,Of course she has.,not hate speech
522,For God's sake.,not hate speech
523,"When you're ready, come inside.",not hate speech
524,Everybody's arrived.,not hate speech
525, She's pregnant.,not hate speech
526, Now you know what's at stake.,not hate speech
527, But she's pregnant.,not hate speech
528," Yeah, I know.",not hate speech
529,"It's a miracle, isn't it?",not hate speech
530,Fishes terrorist leader Julian Taylor was killed today in a gun battle with police near Canterbury.,hate speech
531,Four other terrorists escaped after murdering two officers.,hate speech
532,Police say they have sufficient forensic and surveillance evidence to identify the four killers.,not hate speech
533,All suspects should be considered armed and extremely dangerous.,hate speech
534,This was broadcast an hour ago.,not hate speech
535,"We have to assume it's just a matter of time before they identify the rest of us, which includes you, Theo. Why is he here?",not hate speech
536, He's not a Fish.,not hate speech
537, He's not one of us. I want him here.,not hate speech
538,"Kee wants him, he stays.",hate speech
539,"Now, we all agreed to deliver Kee to our brothers and sisters in the Human Project.",hate speech
540, Right.,not hate speech
541, Now we got to reevaluate that position.,hate speech
542,"No, there's no need.",not hate speech
543,We move forward with the original plan.,not hate speech
544,Yes!,not hate speech
545,She'll never make it.,not hate speech
546,The police are looking for her.,hate speech
547,We can find a way. It's what Julian wanted.,hate speech
548,We'd be risking the girl's life.,not hate speech
549,"Listen, listen! She belongs here.",not hate speech
550,And this baby is the flag that could unite us all!,not hate speech
551,We said we'd never use this baby for political purposes.,hate speech
552,My baby's not a flag.,not hate speech
553,Make it public!,not hate speech
554,What?,not hate speech
555, What?,not hate speech
556, What?,not hate speech
557,Excuse me?,hate speech
558,You should make it public.,not hate speech
559,You saw the telly.,not hate speech
560,She's about to be very public.,not hate speech
561,It doesn't matter. She's pregnant.,not hate speech
562,"Oh, right. And then the government will say, ""We were wrong. Fugees are humans, too. "" Well, whatever is going on, whatever your political ideas are, it's irrelevant.",not hate speech
563, It doesn't matter.,not hate speech
564, Come on.,not hate speech
565, She needs a doctor.,not hate speech
566, You really don't get it.,hate speech
567,"Look, the government will take her baby and parade a posh black English lady as the mother.",hate speech
568, And she'll never see it again.,not hate speech
569, Nobody's taking my baby!,not hate speech
570,We all know this government would never acknowledge the first human birth in 18 years from a fugee.,hate speech
571,A wanted fugee.,hate speech
572,Why don't we explain to Mr. Faron what they do to immigrants in this country?,not hate speech
573,He knows. He's seen the cages.He's not that stupid.,not hate speech
574,I'm not going to the government.,not hate speech
575,You told me you would get me to the Human Project.,not hate speech
576, You promised me.,not hate speech
577, I know.,not hate speech
578,And we will.,hate speech
579,But I don't think it's safe to try and reach the coast now.,not hate speech
580,"You could stay here, Kee.",hate speech
581,It's a safe place for you to have your child.,not hate speech
582,"And when you and the baby are well enough, we will find a way to get you to the Human Project.",hate speech
583,"I promise you, Kee.",not hate speech
584,It could take months to get back in touch with them again.,hate speech
585,"This is true.We have to take it under consideration. Kee, this is your decision.",not hate speech
586,What do you think?,not hate speech
587, I think you need proper care.,not hate speech
588," Oh, brilliant!She has proper care!",not hate speech
589, What the fuck does he know?,not hate speech
590, Hang on. Kee?,not hate speech
591,"Kee, this is your choice.",hate speech
592, I have my baby here...,not hate speech
593, Yes!,not hate speech
594,...then you get me to the Human Project.,not hate speech
595,"Thank you, Kee. Thank you.",not hate speech
596,We need to organize safe houses.,not hate speech
597,No more than three days in one place.,hate speech
598,"No, no, you can't keep moving her around.",not hate speech
599,It's for her safety.,not hate speech
600, Please help him!,not hate speech
601, What are you doing?,not hate speech
602, He's hurt really badly!,not hate speech
603," Oh, shit, fuck.",not hate speech
604, I didn't have anywhere else to go.,not hate speech
605, You're not supposed to be here!,not hate speech
606,There's fucking police everywhere!,hate speech
607, What do you think you're doing?,not hate speech
608, He's been bleeding for hours!,not hate speech
609,Shut up! Get his bike out of here.,hate speech
610,Get it out!,hate speech
611,What was I supposed to do?,not hate speech
612,It's a simple fucking plan.,not hate speech
613,"Get in here,Patric!",not hate speech
614,What the fuck are you doing here?,not hate speech
615,What the fuck are you doing here?,not hate speech
616,No fucking excuses!,hate speech
617, You have a first aid kit? Medicine?,not hate speech
618, Mostly for cows.,not hate speech
619,"lodine, bandages, clean towels, whatever you have, bring it to the barn.",not hate speech
620,"And for God's sake, hide the fucking motorcycle.",not hate speech
621, You put everything at risk.,not hate speech
622, What was I supposed to do?,not hate speech
623,"What about all the fucking police, Ian?",hate speech
624,You said it would be safe!,not hate speech
625,We paid the gang.,not hate speech
626,We had no idea about the cops.,hate speech
627,You broke the protocol.What were you thinking?,not hate speech
628,What was I thinking?,not hate speech
629,You could be responsible for putting the Uprising in jeopardy.,not hate speech
630,He needs a proper doctor!,hate speech
631,Don't you get it?,not hate speech
632,"We have a baby.When people see we have a baby, everyone will join us in the Uprising.",hate speech
633,But we can forget about the baby if the girl even suspects we killed Julian!,hate speech
634,What was I supposed to do?,not hate speech
635,You saw how he is.,hate speech
636,He's on death's fucking door!,not hate speech
637, Take it easy.,not hate speech
638, You broke protocol.,not hate speech
639,He's my fucking cousin!,not hate speech
640,"Luke, he needs a doctor.",hate speech
641,Don't worry. We'll take care of him.,not hate speech
642,"Simon, right?",not hate speech
643," Aye, Simon.",not hate speech
644," All right, sit down, Patric.",hate speech
645,Simon is a good Fish. So are you.,hate speech
646,"Be proud to know that because of the two of you, the Uprising is assured.",hate speech
647,The baby will stay with us.,hate speech
648,Where's Faron? He's a fucking dead man.,not hate speech
649,"No. Tomorrow. We'll do him then, after we move the girl.",hate speech
650,"Patric, you ever break protocol again, I'll have to kill you.",not hate speech
651,"Kee. Kee, it's Theo.",not hate speech
652, Listen to me.,not hate speech
653, What's going on?,not hate speech
654,Luke killed Julian.,hate speech
655,They want your baby. They killed Julian.,hate speech
656,They're gonna...,not hate speech
657,They killed Julian. They're gonna kill me.,hate speech
658,We have to leave. We have to go now.,hate speech
659,"Miriam, shut up!",hate speech
660,"Trust me, we've got to go.",not hate speech
661,Stop it! Stop it! Both of you!,not hate speech
662,Get off!,hate speech
663,I'm going with him.,not hate speech
