,dialog,label_word_embedding_fox_news
63,I'm so stupid.,not hate speech
64,"Now, darling, it's all right.",not hate speech
65,"Just calm down, take a deep breath, step out of the circle.",hate speech
66,"Would you cut your psychobabble bullshit, Mom?",hate speech
67,There's pictures of me on the Internet.,not hate speech
68,What kind of pictures?,not hate speech
69, Nudie pictures! What do you think?,not hate speech
70," Slut, slut, slut...",not hate speech
71,How could you be so stupid?!,hate speech
72,He was just so charming.,hate speech
73,And all he did was say how I had killer legs...,hate speech
74,...and how he wanted to photograph them.,hate speech
75,And things just got completely out of hand.,hate speech
76,"You are a slut, you are a slut, you are a slut...",hate speech
77,Mom? Are you there?,not hate speech
78,Mom?,not hate speech
79,Mother!,not hate speech
80,Sebastian. Sebastian!,not hate speech
81,"You're gonna pay for this, you little shit! Do you hear me?",not hate speech
82,You sicko pervert!,not hate speech
83,What's her problem?,not hate speech
84,Looks like somebody's in need of some therapy.,not hate speech
85,You won't get away with this.,not hate speech
86,Get away from me!,hate speech
87,"So, what's your name?",not hate speech
88, Clorissa.,not hate speech
89, Clorissa.,not hate speech
90," God, you're beautiful.",not hate speech
91, Thank you.,not hate speech
92, I'm gonna take you to lunch.,not hate speech
93, Okay.,not hate speech
94,"Sir, there's no parking.",hate speech
95,"You can't park, sir!",hate speech
96,I can't tell you how happy we are...,hate speech
97,...that Cecile will be attending Manchester with you.,not hate speech
98,You've always been an inspiration to Beau and I on raising her.,not hate speech
99,We hope she can rise to the high standards which you've set for her.,not hate speech
100,I'll do my best.,not hate speech
101, What was that?,not hate speech
102, I was thanking her.,not hate speech
103,"Vietnamese is a beautiful language, don't you think?",hate speech
104,Kathryn's one of the most popular girls at school.,not hate speech
105,"Listen to whatever she has to say, and you'll go far.",not hate speech
106,How do you do it?,not hate speech
107,Where do you get your strength?,not hate speech
108,I know this sounds corny...,hate speech
109,...but whenever I feel the temptation of peer pressure...,not hate speech
110,...I turn to God and he helps me through the problem.,not hate speech
111,That's beautiful.,not hate speech
112,What are the boys like?,hate speech
113,"Cecile, is that all you can think of?",not hate speech
114,You must forgive her.,not hate speech
115,She's never been in a coeducational atmosphere before.,not hate speech
116,It's perfectly understandable.,not hate speech
117,Most boys that matriculate at Manchester are upstanding gentlemen.,hate speech
118,"However, there are the occasional few bad apples.",not hate speech
119,"Like your stepbrother, Sebastian.",hate speech
120,He wasn't expelled for what he did to the school nurse?,not hate speech
121,I hear she's recovering quite well.,not hate speech
122,"Nice to see you again, Mrs. Caldwell.",not hate speech
123,You remember my daughter?,not hate speech
124,"My, what an adorable shirt you're wearing!",not hate speech
125,Thanks.,not hate speech
126,My father took me to Australia.,not hate speech
127,How are things down under?,not hate speech
128," Blossoming, I hope.",hate speech
129, Sebastian!,not hate speech
130,I'm so sorry.,not hate speech
131,I think we'll be going now.,not hate speech
132,Thank you for your help.,not hate speech
133,I'll call you and we can plan your curriculum.,not hate speech
134,"Okay, thanks.",not hate speech
135,It was nice meeting you.,not hate speech
136,"Let's go, Cecile. Now.",hate speech
137,Keep your legs together.,not hate speech
138,This isn't Jamaica.,hate speech
139,I didn't know it was Asshole Day at the Valmont house.,not hate speech
140,Just taking the poor girl under my wing.,not hate speech
141, The parental units called.,not hate speech
142, Lovely.,not hate speech
143,How is your golddigging whore of a mother enjoying Bali?,hate speech
144,"She suspects that your impotent, alcoholic father is diddling the maid.",not hate speech
145,Good.,hate speech
146,What's wrong with you today?,not hate speech
147,Therapy not going well?,not hate speech
148,It was fine.,not hate speech
149,"Clorissa. ""Call me!"" I'm sick of sleeping with these insipid Manhattan debutantes.",hate speech
150,Nothing shocks them anymore.,not hate speech
151,You can relax.,not hate speech
152,I have a mission for you.,not hate speech
153,What?,not hate speech
154,Remember Court Reynolds?,hate speech
155,Son of Garret Reynolds?,not hate speech
156,You mean the Nazi who dumped you over Fourth of July weekend?,not hate speech
157,I went to great lengths to please Court.,not hate speech
158,Huge sacrifices were made on my part to keep him happy.,not hate speech
159, Sorry.,not hate speech
160, In any event...,not hate speech
161,...my feelings were hurt when I learned that Court had fallen for someone else.,not hate speech
162,You don't mean...?,not hate speech
163,None other than Cecile Caldwell.,not hate speech
164,So that's what this is all about.,not hate speech
165,Keep your friends close and your enemies closer.,not hate speech
166,"When I get through with Cecile, she'll be New York's premier tramp.",not hate speech
167,And poor Court's little princess will be damaged goods.,not hate speech
168,Why go through Cecile?,not hate speech
169,Why not just attack Court?,not hate speech
170,"If an attack is made on Court, it could be traced back to me.",not hate speech
171,And I can't allow that to happen.,hate speech
172,"Everybody loves me, and I intend to keep it that way.",not hate speech
173,I see your point.,not hate speech
174,Why should I care?,not hate speech
175,I need you to seduce Cecile.,not hate speech
176,"She's quite cute, you know.",not hate speech
177,"Young, supple breasts.",not hate speech
178,"A tight, firm ass.",hate speech
179,Uncharted pooty.,not hate speech
180,"Be her Captain Picard, Valmont.",not hate speech
181,Boldly go...,not hate speech
182,...where no man has gone before.,hate speech
183,I can't.,not hate speech
184,Why not?,not hate speech
185,"Come on, Kathryn.",not hate speech
186,It's too easy.,hate speech
187,Go get one of your moron friends to do it.,hate speech
188,I have a reputation to uphold.,hate speech
189,Diddling the therapist's daughter is a challenge?,hate speech
190,She was overcharging.,not hate speech
191,This is a challenge.,hate speech
192,I know how to alleviate menstrual cramps.,hate speech
193,Shut up and turn to page 64.,not hate speech
194,"""Why I Plan to Wait""...",hate speech
195,"...by Annette Hargrove, Kansas City, Kansas.",not hate speech
196,Jesus Christ! Is she for real?,not hate speech
197,She's daddy's little angel.,not hate speech
198,A paradigm of chastity and virtue.,not hate speech
199,Let's see.,hate speech
200,"Boring, boring, boring.",not hate speech
201,"""I love my parents."" Boring, boring, boring.",not hate speech
202,"""Making a mature decision."" Here.",not hate speech
203,She has a boyfriend named Trevor.,not hate speech
204,"""Going out for a year.",hate speech
205,"Trevor understands."" Trevor's a fag.",hate speech
206,"Too bad for you, she lives in Kansas.",not hate speech
207,The virgin's father has accepted the headmaster position at our school.,not hate speech
208,She's staying with my aunt while her parents sell their house.,not hate speech
209,Can you imagine what this will do for my reputation?,not hate speech
210,Screwing the new headmaster's daughter before school starts.,not hate speech
211,She'll be my greatest victory.,not hate speech
212,You don't stand a chance.,not hate speech
213,Even this is out of your league.,hate speech
214,Care to make a wager on that?,not hate speech
215,I'll think about it.,not hate speech
216,"Oh, well. Duty calls.",not hate speech
217,Dr. Greenbaum and her daughter should make for an exciting entry.,not hate speech
218,"Gee, your journal.",hate speech
219,Could you be more queer?,hate speech
220,Could you be more desperate to read it?,not hate speech
221,"Oh, Sebastian?",not hate speech
222,Could you come here for a second?,hate speech
223,About that little wager of yours?,hate speech
224,Count me in.,not hate speech
225,What are the terms?,hate speech
226,If I win...,not hate speech
227,...then that hot little car of yours is mine.,hate speech
228,And if I win?,not hate speech
229,I'll give you what you've been obsessing about...,not hate speech
230,...ever since our parents got married.,hate speech
231,Be more specific.,hate speech
232,In English...,not hate speech
233,...I'll fuck your brains out.,not hate speech
234,What makes you think I'd go for that bet?,not hate speech
235,That's a 1956 Jaguar roadster.,not hate speech
236,"Because I'm the only person you can't have, and it kills you.",not hate speech
237,No way.,not hate speech
238,You can put it anywhere.,not hate speech
239,"You got yourself a bet, baby.",not hate speech
240,"Happy hunting, Sebastian.",not hate speech
241,"Your home is beautiful, Mrs. Rosemond.",not hate speech
242,"Thank you, Annette. It's been in my family for over 100 years.",not hate speech
243,Does your family ride much?,not hate speech
244,My grandpa used to breed horses on his farm.,not hate speech
245,Really?,not hate speech
246,What was that?,not hate speech
247,Sebastian must be home.,not hate speech
248,Pull!,not hate speech
249,Sebastian.,not hate speech
250,Fuck me!,not hate speech
251, Aunt Helen!,hate speech
252, Sweet pea.,not hate speech
253,"God, I've missed you!",not hate speech
254,I've been looking all over for you.,not hate speech
255,I missed you too.,not hate speech
256,I want you to meet Annette.,not hate speech
257,"Annette Hargrove, this is Sebastian.",not hate speech
258," Well, well.",not hate speech
259, Hello.,not hate speech
260,She'll be staying with me for a few weeks.,not hate speech
261,I guess that makes two of us.,hate speech
262, Welcome.,not hate speech
263, Thank you.,not hate speech
264,"Aunt Helen, why don't you whip us up some of that iced tea of yours?",hate speech
265,I'll tend to Annette.,not hate speech
266,All right.,not hate speech
267,You two don't get into any trouble.,not hate speech
268, We won't.,hate speech
269, We won't.,hate speech
270,Come on.,not hate speech
271,Quickly. Lots to see.,hate speech
272, I read your manifesto.,not hate speech
273, You did?,not hate speech
274,"I must say, I found it rather appalling.",not hate speech
275,That's a first.,not hate speech
276,Most people praised me for it.,not hate speech
277,Most people are sheep.,not hate speech
278,Who are you to criticize something you've never experienced?,not hate speech
279,I wasn't criticizing anything.,not hate speech
280,I believe people shouldn't experience the act of love until they're in love.,not hate speech
281,People our age aren't mature enough to experience those emotions.,not hate speech
282,Are you a lesbian?,hate speech
283,No.,hate speech
284,I didn't mean to offend you.,not hate speech
285,I just picked up on a lesbian vibe.,hate speech
286,I wouldn't expect a man of your experience to understand my beliefs.,hate speech
287,What's that supposed to mean?,not hate speech
288,I've been very wellinformed of your reputation.,not hate speech
289,What have you heard?,not hate speech
290,That you promise girls the world to get them in bed.,hate speech
291,Who told you this?,not hate speech
292,A friend wrote me.,hate speech
293,That's a little tacky.,not hate speech
294,Why are you so surprised?,not hate speech
295,Isn't it the truth?,hate speech
296,If you say so.,not hate speech
297,That's good.,not hate speech
298,Now let's try the Gmajor scale.,not hate speech
299,Once again.,not hate speech
300,"And remember, the third note is sharp.",not hate speech
301,I suck! I suck!,not hate speech
302,"Relax, okay?",not hate speech
303,Take a deep breath.,not hate speech
304,You're concentrating too much on bowing. Just let it flow.,not hate speech
305,"Here, let me help you.",not hate speech
306,Now close your eyes.,not hate speech
307,"MaiLee, be careful!",not hate speech
308,We've had this discussion.,not hate speech
309,My apologies.,not hate speech
310,I didn't mean to interrupt.,hate speech
311,Your playing was beautiful.,not hate speech
312,This is Ronald Clifford.,not hate speech
313,He'll be giving me music lessons this summer.,not hate speech
314,Nice to meet you.,not hate speech
315,"Likewise, I'm sure.",not hate speech
316,Ronald is attending preJuilliard.,not hate speech
317,He's composing his first opera.,not hate speech
318,It's based on Dr. Martin Luther King's life.,not hate speech
319,Dr. King is my favorite.,not hate speech
320,"Well, I guess our hour is up.",not hate speech
321,Same time tomorrow?,not hate speech
322,Bye.,not hate speech
323,Unbelievable.,not hate speech
324," Some fag, no offense...",not hate speech
325, None taken.,not hate speech
326,...wrote a letter to this chick describing my lascivious tactics.,not hate speech
327,Any ideas who it is?,not hate speech
328,"If I knew who it was, that person would be in a momentous amount of pain.",hate speech
329, Where's the little girl from?,not hate speech
330, Kansas.,not hate speech
331,Who the hell do I know in Kansas?,not hate speech
332, Greg McConnell.,not hate speech
333, The football stud?,not hate speech
334,He's from Kansas City.,not hate speech
335,I think he might be your rat.,not hate speech
336,It would make sense.,not hate speech
337,McConnell hates me.,not hate speech
338,I fingered his girlfriend at homecoming last year.,not hate speech
339,I don't think that bothered him so much.,not hate speech
340,What do you mean?,not hate speech
341,Let's just say Greg likes to tackle the tight ends on and off the field.,hate speech
342,Are you shitting me?,hate speech
343,I shit you not.,not hate speech
344,He used to sneak into my dorm room drunk every month.,not hate speech
345,We'd go at it for a while.,hate speech
346,"As soon as he'd come, he'd start freaking out.",not hate speech
347,"""What are you doing?",not hate speech
348,I'm not a fag.,hate speech
349,"If you tell anybody, I'm gonna kick your ass!"" The only reason I let him keep up the charade...",not hate speech
350,...is because the man's got a mouth like a Hoover.,hate speech
351,Shit! Too bad he's in Kansas this summer.,not hate speech
352,Not anymore.,not hate speech
353,The football team started practice.,not hate speech
354,He's back in the dorm.,not hate speech
355,He already called me for a pillowkissing session.,hate speech
356,Good for you.,not hate speech
357,Could you arrange a gettogether with him tonight on my behalf?,not hate speech
358,I do believe Spartacus is showing on television tonight.,not hate speech
359,Outstanding.,not hate speech
360,But don't think this one's not gonna cost you.,not hate speech
361,Just make sure your front door is unlocked.,not hate speech
362,"Shall we say, the stroke of midnight?",hate speech
363,No pun intended.,hate speech
364,The stroke of midnight it is.,hate speech
365,So then I take out my dick.,hate speech
366,And I shove it right in her face.,not hate speech
367,"And I stand there like, ""What the hell is this?",not hate speech
368,Grandma with the birthday present?,not hate speech
369,"Suck it, dumb bitch!"" The Gregster!",not hate speech
370,"Yes, the Gregster!",hate speech
371,Yes.,not hate speech
372, Hey.,not hate speech
373, Gregory?,not hate speech
374,"Hi, Blaine.",not hate speech
375,Rumor has it that you went on a date with Court Reynolds.,not hate speech
376,I hear he's very nice.,not hate speech
377,He's all right.,not hate speech
378,He kept talking about a bulimic head case...,hate speech
379,...he dumped over the Fourth of July.,not hate speech
380," Really? ""Bulimic head case.""  Yeah.",not hate speech
381,What a loser she must be!,not hate speech
382,Sorry.,not hate speech
383,"Anyhow, Court's invited me to the Hamptons for Labor Day weekend.",not hate speech
384,That's great!,not hate speech
385,You think so?,not hate speech
386,I don't know.,not hate speech
387,I guess I'm just scared.,not hate speech
388,Of what?,not hate speech
389,Boys. I've never even gone to first base with a guy.,not hate speech
390,Haven't you ever practiced on one of your girlfriends?,not hate speech
391,No. That's gross.,not hate speech
392,It's not gross.,hate speech
393,How else do you think girls learn?,not hate speech
394,"Okay, face me.",not hate speech
395,Now close your eyes and wet your lips.,not hate speech
396,Are you for real?,not hate speech
397,You wanna learn or not?,not hate speech
398,I guess.,not hate speech
399,See? That wasn't so scary.,hate speech
400,It was nothing.,not hate speech
401,"Okay, let's try it again.",not hate speech
402,"This time, I'm gonna stick my tongue in your mouth.",not hate speech
403,"And when I do that, I want you to massage my tongue with yours.",not hate speech
404,And that's what first base is.,not hate speech
405,Okay.,not hate speech
406,Eyes closed.,not hate speech
407,Not bad.,not hate speech
408,That was cool.,not hate speech
409,Maybe you should try it on your friend Ronald some time.,not hate speech
410,What are you saying?,not hate speech
411,"Come on, Cecile.",not hate speech
412,It's obvious.,not hate speech
413,He's crazy about you.,not hate speech
414,"He sends me letters, you know.",not hate speech
415,Love letters.,not hate speech
416,That's so romantic.,not hate speech
417,Have you responded?,not hate speech
418, No.,not hate speech
419," Well, don't you like him?",not hate speech
420,I do like him.,not hate speech
421,I think about him all the time.,not hate speech
422,What if my mother found out?,not hate speech
423,She would kill me.,not hate speech
424,"You hid the letters, right?",not hate speech
425,In an antique dollhouse in my room.,not hate speech
426,Okay. I want you to bring copies of the letters to me.,hate speech
427,Why?,not hate speech
428,Because one thing I'm great at is love letters.,not hate speech
429,"With my help, Ronald will be eating out of the palm of your hand.",hate speech
430,Maybe we could even arrange a gettogether for you two at my house.,hate speech
431,You'd do that for me?,not hate speech
432,"Of course, silly.",hate speech
433,"We're friends, right?",not hate speech
434,Best friends.,hate speech
435,Do you wanna have a sleepover?,not hate speech
436,Hello?,not hate speech
437,Excuse me.,not hate speech
438,What a pleasant surprise!,hate speech
439,You aware this music is playing in every room?,not hate speech
440,"It's not, just yours.",hate speech
441,I thought you'd be pleased.,hate speech
442,"So, what are you doing in your room?",not hate speech
443,Reading.,not hate speech
444,Anything interesting?,not hate speech
445,"Yes. Actually, it's quite intriguing.",not hate speech
446,For you.,not hate speech
447,Something to start the new school year with.,not hate speech
448, You didn't have to do this.,not hate speech
449, You hate it. It's lame.,not hate speech
450,"No, I love it.",not hate speech
451,You just didn't have to do it.,not hate speech
452,Can you pry yourself away and join me for a swim?,not hate speech
453,"I know it's late, being 10:00, but we are reasonably young.",hate speech
454,I suppose your proposal was only mildly insulting.,not hate speech
455,So maybe I'll consider it.,hate speech
456,Give me a minute.,not hate speech
457, Fuck her yet?,not hate speech
458, I'm working on it.,not hate speech
459,Loser.,not hate speech
460, Blow me.,not hate speech
461, Call me later?,not hate speech
462,Okay.,not hate speech
463,Sebastian?,not hate speech
464,Would you turn around so I can put on my bathing suit?,not hate speech
465,I'm sorry. I'm sorry.,not hate speech
466,So embarrassing.,hate speech
467,It amazes me someone as charming as you can be so manipulative.,not hate speech
468,We're not gonna start this letter nonsense again?,not hate speech
469,What was my favorite part?,not hate speech
470,Right.,not hate speech
471,"""Even more treacherous than he is attractive...",hate speech
472,...he has never uttered a single word without some dishonorable intention.,hate speech
473,Every woman he's successfully pursued has regretted it.,not hate speech
474,"Stay away from him."" Have the decency of telling me who's badmouthing me...",hate speech
475,...so I might have the opportunity to confront them.,hate speech
476,Not a chance.,hate speech
477,"You're right, you know.",not hate speech
478,About what?,not hate speech
479,About what you said today.,not hate speech
480,I've done some things I'm not proud of.,not hate speech
481,"Look, I wasn't trying to give you a hard time.",hate speech
482,"I mean, I look at you with all your morals and values...",not hate speech
483,...and you seem to be happy in your choices.,not hate speech
484,I envy you.,not hate speech
485,No bullshit.,hate speech
486,Really?,not hate speech
487,Seriously.,hate speech
488,And you've got everything going for you.,not hate speech
489,"You're smart, you're beautiful, you're determined.",not hate speech
490,You're everything I'd want in a girlfriend.,not hate speech
491,You know I'm seeing someone.,not hate speech
492,"Oh, yes, the infamous Trevor.",not hate speech
493,It's funny how you haven't mentioned him until now.,not hate speech
494,He's backpacking through Europe.,not hate speech
495,He's great.,not hate speech
496,I really miss him.,not hate speech
497,I care.,hate speech
498,"I'm sorry, but you're not my type.",not hate speech
499, Honestly?,not hate speech
500, Honestly.,not hate speech
501,"""You're smart, you're beautiful.",not hate speech
502,"Determined""?",not hate speech
503,Listing my qualities won't get you anywhere with me.,not hate speech
504,The best you can hope for is my friendship.,not hate speech
505,You're really walking a fine line at that.,not hate speech
506,"Good night, sweet pea.",not hate speech
507,Baby!,not hate speech
508,"""Baby""?",not hate speech
509,Right on time.,not hate speech
510,Shit!,not hate speech
511, Give me my fucking underwear!,not hate speech
512," All right, don't get so huffy.",hate speech
513,What do we have here?,hate speech
514,"Look, this is the first time I've ever done anything like this.",not hate speech
515, I was just...,not hate speech
516, Really drunk and blahblahblah.,hate speech
517,Please don't tell anyone.,not hate speech
518,"This could ruin my whole career, man.",not hate speech
519,Your career?,not hate speech
520,What about your family?,not hate speech
521,Imagine the humiliation your father will feel...,not hate speech
522,...when he finds out his pride and joy's a fudgepacker.,hate speech
523,I'll do anything.,not hate speech
524,Let's just forget about this whole thing.,not hate speech
525,No.,hate speech
526,Can't help you there.,hate speech
527,"After all, it's you who's badmouthing me to Annette Hargrove.",not hate speech
528,I don't know what you're talking about.,not hate speech
529,You're the only one who knows her.,not hate speech
530,The truth will save you.,not hate speech
531,I never said a word to her about you.,hate speech
532,I promise.,not hate speech
533,"Come to think of it, he's probably telling you the truth.",not hate speech
534,"He can barely write a grocery list, let alone a letter.",hate speech
535,What was I thinking?,not hate speech
536,All right.,not hate speech
537,I believe you.,not hate speech
538,Your secret's safe with me.,not hate speech
539,Actually...,not hate speech
540,...there is something you can do for me.,not hate speech
541,"So, what else do you know about Sebastian?",not hate speech
542,"He's smart as hell, you know?",not hate speech
543,He's really dedicated to achieving his goals.,not hate speech
544,Always gives 110 percent.,not hate speech
545,He's always watching my back.,not hate speech
546,He's got a bad rap...,hate speech
547,...but it's mostly bullshit.,not hate speech
548,I don't know. I've been hearing awful things about him.,not hate speech
549,"Oh, yeah? From who?",not hate speech
550,I can't really say.,hate speech
551,I'm sworn to secrecy.,not hate speech
552,How long have we known each other?,hate speech
553, Forever.,not hate speech
554, Exactly.,not hate speech
555,"Now, it's my job to look out for you, right?",not hate speech
556,You're like a sister to me.,not hate speech
557,"Besides, do I look like some kind of gossip queen to you?",not hate speech
558,It's me. Greg. The Gregster.,not hate speech
559,I'm serious.,not hate speech
560, You promise not to tell anybody?,not hate speech
561, Annette...,not hate speech
562,...I swear to you on my mama's life.,not hate speech
563,That nosy bitch!,hate speech
564,Are you sure?,not hate speech
565,"Positive, man.",hate speech
566,"She said, ""Mrs. Caldwell."" They met at orientation.",not hate speech
567,"Okay, next.",not hate speech
568,Did you do everything I asked?,not hate speech
569, Yeah.,not hate speech
570, Did she buy it?,not hate speech
571,I'm pretty sure.,not hate speech
572,"""Pretty"" sure or ""sure"" sure?",not hate speech
573,She bought it.,not hate speech
574,She tried to outdo me with a onehanded cartwheel...,not hate speech
575,"...which is stupid, because I told her I could do this...",not hate speech
576,...for a really long time.,hate speech
577,"My best friends, Sue, Kelly and Frances...",not hate speech
578,You see what I mean...?,not hate speech
579, You okay?,not hate speech
580, Yeah.,not hate speech
581,You won't believe what I found out...,not hate speech
582," Shit, it's my mom! Gotta go.",not hate speech
583, I should go too.,hate speech
584,I'll see you tomorrow?,not hate speech
585,Absolutely.,not hate speech
586,Goodbye.,not hate speech
587,Peace out.,not hate speech
588,"""Peace out""?",not hate speech
589,Moron!,not hate speech
590,What's wrong?,not hate speech
591,Are you ready for this?,not hate speech
592,I've discovered that Mrs. Caldwell sent the letter to Annette...,not hate speech
593,...urging her to stay away from me.,hate speech
594, Interesting.,not hate speech
595," Yes, it is.",hate speech
596,I now plan to devote all my energies to destroying the douche bag.,not hate speech
597,The plot thickens.,not hate speech
598,It appears that Cecile has fallen for her music teacher.,not hate speech
599,I'm sure Mrs. Caldwell will love that.,not hate speech
600,"Unfortunately, our Don Juan is moving...",not hate speech
601,...with the speed of a Special Olympic hurdler.,hate speech
602,What's your plan of attack?,not hate speech
603,I rat Cecile out to Mommy.,hate speech
604,Mommy goes ballistic and ends the relationship. Boohoo.,hate speech
605,But who will they turn to for help?,hate speech
606,Cecile is planning on going away with Court next week.,not hate speech
607,I'll need you to speed up her sexual awakening.,hate speech
608,I'm at your service.,not hate speech
609,Thank you.,not hate speech
610,That feels good.,hate speech
611,"Sis, you're so tense.",not hate speech
612,I know.,not hate speech
613,I hate it when things don't go my way.,not hate speech
614,It makes me so horny.,not hate speech
615,I hate it too.,hate speech
616,Seems like things are looking up for you.,not hate speech
617,It appears so.,not hate speech
618,Any luck with your girl?,hate speech
619,Moving along quite well.,not hate speech
620,Have you succeeded in your task?,not hate speech
621,Any day now.,not hate speech
622,"Well, let me know when you do.",not hate speech
623,Until then...,not hate speech
624,"...down, boy.",not hate speech
625,Come on!,not hate speech
626, Hello.,not hate speech
627," Hi, it's Sebastian.",not hate speech
628, Hi.,not hate speech
629," I didn't wake you, did I?",not hate speech
630," No, not at all.",not hate speech
631, Good.,hate speech
632,Did I leave my glasses there?,not hate speech
633,I don't think so.,not hate speech
634,All right.,not hate speech
635,I guess I'll see you around.,not hate speech
636,Is that really why you're calling?,not hate speech
637,No.,hate speech
638,I called you because I missed talking to you.,not hate speech
639,A moment of honesty.,hate speech
640,Don't get used to it.,hate speech
641,I'm not liking it too much.,not hate speech
642,What are you doing tomorrow?,not hate speech
643,I'm going out with you.,not hate speech
644,That's ridiculous.,not hate speech
645,I got your message and came as quick as I could.,not hate speech
646, I didn't keep you from something?,not hate speech
647, Not at all. What's wrong?,not hate speech
648, It's Cecile.,not hate speech
649, What about her?,hate speech
650,You promise you won't say anything?,not hate speech
651,You have my word.,not hate speech
652,"It isn't drugs, is it?",not hate speech
653,It's worse.,not hate speech
654,I think there's something going on between Cecile and her music teacher.,not hate speech
655,Ronald? That's crazy.,not hate speech
656,I know. She's so young and he's so...,not hate speech
657,Black!,not hate speech
658,Brown sugar. No sugar.,hate speech
659,He's been sending her love letters that she hides under her dollhouse.,not hate speech
660,I questioned whether or not to tell you...,hate speech
661,...but this could destroy her reputation at Manchester.,not hate speech
662,I hope I was right to tell you.,not hate speech
663,I'd hate to see Cecile ruin things with Court.,not hate speech
664,I can't thank you enough.,not hate speech
665,You will be discreet about this?,not hate speech
666,Absolutely.,not hate speech
667,Who the hell do you think you are?,not hate speech
668,Excuse me?,hate speech
669,"I'm paying you to give cello lessons, not to pervert my child.",not hate speech
670,"Mrs. Caldwell, I think you're misunderstanding.",not hate speech
671,You care to explain this?,not hate speech
672,Where did you find those?,not hate speech
673,Margarita found them while cleaning.,hate speech
674," Now, you go to your room.",not hate speech
675, Mom.,not hate speech
676,Now!,not hate speech
677,How dare you treat me with such disrespect!,not hate speech
678,I got you off the streets.,hate speech
679,This is how you repay me?,hate speech
680,Got me off the streets?,hate speech
681,I live at 59th and Park.,not hate speech
682,Whatever!,not hate speech
683,Never set foot in this house again!,not hate speech
684,And you are never to see my daughter again.,not hate speech
685,Is that understood?,hate speech
686,First of all...,hate speech
687,...I never touched your daughter.,not hate speech
688,"And second, I would think...",hate speech
689,...someone of your stature could look beyond racial lines.,hate speech
690,Don't give me any of that racist crap!,hate speech
691,My husband and I gave money to Colin Powell.,not hate speech
692,I guess that puts me in my place.,not hate speech
693,"Thank you for your hospitality, Mrs. Caldwell.",not hate speech
694,It was a true awakening.,hate speech
695,The black man is gone!,hate speech
696,The black man is gone!,hate speech
697,"Yes, sir, the black man is gone!",hate speech
698,I never knew she had these feelings.,not hate speech
699,You're a lucky guy.,not hate speech
700,"So, what do I do?",not hate speech
701,You should tell her you love her.,not hate speech
702,Are you kidding me?,hate speech
703,Mrs. Caldwell will have me shot if I go near her.,not hate speech
704,She doesn't have her own phone.,not hate speech
705,I don't know her email address.,hate speech
706,"Ronald, email is for geeks and pedophiles.",not hate speech
707,Be romantic.,not hate speech
708,Write her another letter.,not hate speech
709,How will I get it to her?,hate speech
710, We'll make sure she gets it.,not hate speech
711, We'll make sure she gets it.,not hate speech
712,Why are you doing this for me?,not hate speech
713,Because...,not hate speech
714,Because we wanna see Cecile happy.,not hate speech
715,And we know...,hate speech
716,...that you'd make her happy.,not hate speech
717,You'd make any girl happy.,not hate speech
718,You guys mind if I have some privacy?,not hate speech
719,Use my room.,not hate speech
720,It's right across the hall.,not hate speech
721,Make yourself at home.,not hate speech
722, Who are you calling?,not hate speech
