,dialog,label_word_embedding_fox_news
245,"If I'm not welcome here, I'll get my ass outta here.",not hate speech
246,Please do...,not hate speech
247,but can you grab your own ass?,not hate speech
248,"Well, I'm leaving!",not hate speech
249,"Hey, what are you doing?",not hate speech
250,"To get close to the murderer, you must put yourself in the victim's position.",not hate speech
251,"Get up, you are ruining the crime scene...",not hate speech
252,"Get up, Don't move!",hate speech
253,"Tang, do you know what this is?",not hate speech
254,"I'm sure, that this is a...",not hate speech
255,...symbol.,not hate speech
256,"Of course it's a symbol, but of what?",hate speech
257,How should I know?,not hate speech
258,Can't find it online.,hate speech
259,Let's stop wasting time.,hate speech
260,"Officer Chen, you are NYPD's criminal profiling specialist.",hate speech
261,Would you please share with us the killer's profile?,not hate speech
262,"Male, Chinese, single, has stable income, with some education and a decent job.",hate speech
263,"He doesn't necessarily appear violent, and may even be a gentle man.",hate speech
264,Had a relative suffer an unnatural death.,not hate speech
265,"Ok, that's similar to the profile that I have.",not hate speech
266,Is Officer Chen aware of the East River case that happened a week ago?,not hate speech
267,"On June 28th at 6AM, a man who was fishing in the area found the body of a white female.",hate speech
268,"It had the same Yshape cut, except that this victim lost a kidney.",not hate speech
269,Sell kidneys in exchange for phone?,not hate speech
270,Exactly I'm wondering why you haven't connected these two murders?,not hate speech
271,Officer Chen?,hate speech
272,"First of all, the districts are different.",hate speech
273,"Besides, these two cases do not have a lot in common.",hate speech
274,Don't have a lot in common?,hate speech
275,"According to your substation's data, Michelle, this 35yearold Saleswoman, also inhaled a large amount of sevoflurane and had her kidney removed while unconscious.",hate speech
276,"OK, besides that?",not hate speech
277,"An Asian male, a Caucasian female, one missing a heart, the other a kidney?",hate speech
278,"My gut feeling tells me if we don't catch the killer soon, he will strike again.",not hate speech
279,Agreed.,not hate speech
280,"Kiko, Can you access the surveillance video for the next two days after the crime?",not hate speech
281,Piece of cake...,hate speech
282,You cannot do this!,not hate speech
283,I will take the responsibility!,not hate speech
284,But Uncle Seven...,hate speech
285,"Officer Chen, I don't have much time left...",not hate speech
286,Hurry.,not hate speech
287,"Kiko, split the screen, and get me the surveillance video of the temple's front gate for the next 2 days after the crime!",hate speech
288,No problem. That'll take some time...,hate speech
289,Two days...,not hate speech
290,too long...,hate speech
291,Fast forward.,not hate speech
292,"Come on, Old Chin!",not hate speech
293,Be the fastest man in the world!,hate speech
294,What are they doing?,hate speech
295,"will return to their crime scene to enjoy their ""work of art"", except this time it's bad luck for the killer because of us.",hate speech
296, Stop!,not hate speech
297, Stop!,not hate speech
298,Go back 7 min...,hate speech
299,Go back 9 min...,not hate speech
300, Stop!,not hate speech
301, Stop!,not hate speech
302,Zoom in on the person next to the police car.,hate speech
303,Zoom in on the lower right corner on the person who's about leave.,not hate speech
304,"I will upload the picture to our database, we should soon know who he is.",hate speech
305,"No need, I already found him.",hate speech
306,His name is Song Yi.,not hate speech
307,He arrived in the US two years ago.,not hate speech
308,His visa has already expired.,hate speech
309, He has a sister named Song Chian  Illegal immigrant who came to America two years before he did.,not hate speech
310,"She went missing a year ago, hasn't been found.",not hate speech
311,Any other information?,not hate speech
312,It's all I have for now.,hate speech
313,"Chinese, male, right age, it must be this bastard!",not hate speech
314,"Uncle Seven, let's go get him.",hate speech
315,Let's go!,hate speech
316,Not fair!,hate speech
317,We are the ones who found the guy!,hate speech
318,"YOU, OUT!",not hate speech
319,"Everyone, whoever catches this Song Yi and brings him to me gets the 5 million, under one condition: you must prove he is the real killer.",not hate speech
320,Alright let's go I'll head to the station to get a warrant for his arrest.,hate speech
321,Wish you luck.,not hate speech
322,"Officer Chen, I see romance in your path, you will meet your true love.",not hate speech
323,Tell me your birth date and I'll predict your future marriage.,hate speech
324,Only six days left.,hate speech
325,If they don't find the killer by then I will give all my money to the church and you will get nothing.,hate speech
326,"Also, we haven't discussed the things that you have done behind my back...",not hate speech
327,Understood.,not hate speech
328,Understood.,not hate speech
329,"The odds of an innocent person appearing at both crime scenes is almost zero, therefore this case is basically solved...",not hate speech
330,boring.,not hate speech
331,I'm going back to Japan this afternoon.,not hate speech
332,"Let's find a more difficult case next time, shall we?",hate speech
333,"Old Chin, don't be fooled by him.",not hate speech
334,I could say I'm going to the Moon!,not hate speech
335,This dude will give up 5 million dollars?,hate speech
336,Is he stupid?,hate speech
337,Do you know who needs money?,hate speech
338,Everyone needs money!,hate speech
339,Poor people.,not hate speech
340,"I have WeChat, add me...",not hate speech
341,OK...,not hate speech
342,"I don't mean to be rude, but we actually added each other last night.",hate speech
343,But you were the one that wanted to add me.,not hate speech
344,Is there a difference?,hate speech
345,"See you later, everyone.",not hate speech
346,"Chin Fong, have fun hunting!",not hate speech
347,What is this?,not hate speech
348,We can team up.,not hate speech
349,Catch the guy and split the money?,not hate speech
350,The money is all yours.,hate speech
351,What's in it for you?,not hate speech
352,I don't want anyone messing up my plans.,not hate speech
353,"That guy likes that girl, and that girl likes you.",hate speech
354,I don't know what you're talking about.,not hate speech
355,New York is huge.,not hate speech
356,Where will we find the 5 million dollar man?,hate speech
357,"He is Chinese, and where does a Chinese go to survive in New York?",not hate speech
358,Chinatown?!,not hate speech
359,Hey...,not hate speech
360,"The Wind & Moon Night Club is looking for a male escort, and Xiang Manlou Restaurant is looking for a cook.",hate speech
361,"We... are not looking for a job, bi  bi  big... big... sister...",not hate speech
362,Big?,not hate speech
363,"I must have scared you, young man.",hate speech
364,It's not you!,hate speech
365,He was born with the stutters.,hate speech
366,Have you ever seen this man before?,not hate speech
367,NO!,not hate speech
368,Let's go!,hate speech
369,Sister...,not hate speech
370,"OK, young man.",hate speech
371,His family name is Song.,not hate speech
372,Let me tell you...,not hate speech
373,he switched jobs about 30 times in just one year...,hate speech
374,What a dumbass.,hate speech
375,"All of his files are here, you can go through them yourselves.",hate speech
376,"Young man, has a handsome guy like you ever thought about taking a part time job in Chinatown?",hate speech
377,"Shut up, you're distracting him!",hate speech
378,Bah!,not hate speech
379,"Come, come closer.",not hate speech
380,"Look at you, what a gloomy face.",hate speech
381,Disaster will befall you within three days!,not hate speech
382,Are you trying to tell my fortune?,not hate speech
383,When I started this business you hadn't got your period!,not hate speech
384,You know what?,not hate speech
385,The disaster is right there.,not hate speech
386,Pervert!,not hate speech
387,This is a nation of laws.,hate speech
388,I'll call the police!,not hate speech
389,Let's go!,hate speech
390,How can you find a person with just a phone?,hate speech
391,We're gonna lose our 5 million.,not hate speech
392,"You care about the 5 million, but I just want to know why he did it.",hate speech
393,What are you doing?,not hate speech
394,The Manhattan Distance is a mathematical model with which I can accurately calculate the murderer's place of residence.,hate speech
395,I changed the crime scene to his work place and got the same result.,not hate speech
396,"When I apply the X and Y coordinates of the crime scene into the formula, it reveals the killer's pattern.",hate speech
397,I can then use it to further derive the probability of his whereabouts.,hate speech
398,"The dots with the highest probabilities are connecting and forming a zone, which is most likely where the criminal lives!",not hate speech
399,I found it!,hate speech
400,"We're gonna capture this sicko soon, I'm getting excited.",not hate speech
401,"Everyone says America produces serial killers, do they all look alike?",not hate speech
402,"Generally speaking, serial killers all have the three ""McDonald"" elements...",hate speech
403,"Coke, burger and fries?",hate speech
404,I'm getting hungry.,not hate speech
405,"Bed wetting, arson and animal abuse.",not hate speech
406,Cut into strips...,hate speech
407,Cut into strips...,hate speech
408,Cut into slices...,hate speech
409,Cut into slices...,hate speech
410,Cut into cubes...,hate speech
411,Cut into cubes...,hate speech
412,What entree (Zhu3 Shi2) would you like?,not hate speech
413,What pig slop (Zhu1 Shi2) would you like?,hate speech
414,"It's entr̩e (Zhu3 Shi2), not pig slop (Zhu1 Shi2)...",hate speech
415,It's pig slop (zhu1 shi2)...,hate speech
416,Pig (zhu1 )...,hate speech
417,"Entr̩e, not pig slop.",hate speech
418,Pig slop.,hate speech
419,Wrong.,not hate speech
420,What's wrong?,not hate speech
421,Remember we said the murderer's left handed?,hate speech
422,This Song Yi is right handed.,not hate speech
423,Do you wet the bed?,not hate speech
424,No.,hate speech
425,Have done it before.,not hate speech
426,"I knew it, you sicko!",not hate speech
427,"You also set things on fire and kill small animals, don't you?",not hate speech
428,You also kill people.,not hate speech
429,"Not only kill people, you take out their kidneys and hearts.",hate speech
430,"Cut into strips, cut into slices and cut into cubes?",hate speech
431,"Everyone, it's a misunderstanding, a joke.",hate speech
432,Just a joke?,hate speech
433,Who are you?,not hate speech
434,You don't remember?,not hate speech
435,"It's me, little Tang.",not hate speech
436,"When we were children, we used to pee together.",hate speech
437,I used to wet the bed way more than he did.,not hate speech
438,"And I peed higher than him, farther than you...",not hate speech
439,It's all your fault.,not hate speech
440,What do we do now?,not hate speech
441,All this bed wetting talk made me wanna pee!,not hate speech
442,"We were wrong, he's not the murderer.",not hate speech
443,I don't care if he's the murderer or not.,not hate speech
444,"We get him, we get the 5 million!",hate speech
445,In your dreams.,not hate speech
446,Uncle Seven made it clear: we must prove he's the murderer.,not hate speech
447,And why isn't he?,hate speech
448,Just because he's not a lefty?,not hate speech
449,Of course my instincts also say no!,not hate speech
450,My instinct says he's our guy!,not hate speech
451,"Mr. Song, nice to meet you.",not hate speech
452,Take him!,not hate speech
453,Hurry up!,not hate speech
454,"Students, my students!",not hate speech
455,"Students, students!",not hate speech
456,Time to fight the bad guys!,not hate speech
457,Help me!,hate speech
458,I am your teacher.,not hate speech
459,You are greatly indebted to me!,not hate speech
460,"Students, shoot, shoot them!",hate speech
461,Shut your mouth!,not hate speech
462, Students...,not hate speech
463, Gag him!,not hate speech
464,Gag him!,not hate speech
465,Boss..,not hate speech
466,Take that!,not hate speech
467,Get out.,not hate speech
468,Release the bastard on the way back.,not hate speech
469,Release him first Release him?,not hate speech
470,"Then catch him, and kill him.",not hate speech
471,I see...,not hate speech
472,A dead man cannot defend himself.,hate speech
473,"So Uncle Seven will have to believe he's the murderer, right?",not hate speech
474,"Kid, you are way too smart...",not hate speech
475,Watch and learn.,not hate speech
476,Do I laugh like a bad guy?,hate speech
477,"Actually, Boss, you look more like a bad guy when you are not laughing!",hate speech
478,They're gonna kill him!,not hate speech
479,You are going to lose the person and the money.,not hate speech
480,"Old Chin, in the name of justice, we cannot just let them get away with this!",hate speech
481,In the name of justice? You sure?,not hate speech
482,Let's save him. Now!,not hate speech
483,Aren't you afraid they'll know it's us?,hate speech
484,Go and see.,hate speech
485,What?,not hate speech
486,Let's go!,hate speech
487,Think this dumb lunk understands any Chinese?,not hate speech
488,Try him!,not hate speech
489,"Brother, what's your name?",not hate speech
490,I don't speak Chinese.,hate speech
491,"I can teach you a few words, what do you wanna learn?",not hate speech
492,"Bastard, don't run!",hate speech
493,How do you say that?,not hate speech
494,Daddy!,not hate speech
495,Hit me!,not hate speech
496,Daddy!,not hate speech
497,Hit me!,not hate speech
498,Yeah.,not hate speech
499,Daddy! Hit me!,not hate speech
500,Daddy! Hit me!,not hate speech
501,Daddy! Hit me!,not hate speech
502,Daddy! Hit me!,not hate speech
503,Daddy! Hit me!,not hate speech
504,Donald Duck That's a chicken.,not hate speech
505,"""Dog shit!"" ""Let horse come on!"" What's he saying?",not hate speech
506,"He says ""bullshit, wanna fight?"" ""Give you face, you don't want!"" I told him, ""you are shameless!"" ""Dog leg!"" He says we are tools!",not hate speech
507,"""Dog son!"" ""Kiss my ass!"" ""Give him some color."" What?",not hate speech
508,"Come, let's beat them up.",not hate speech
509,"Okay, okay, let's go.",not hate speech
510,Stay here.,not hate speech
511,Get them!,hate speech
512,Spider man?,not hate speech
513,"They're gonna kill you, run!",not hate speech
514,Hurry up.,not hate speech
515,Catch them!,not hate speech
516,Come on!,not hate speech
517,Catch them!,not hate speech
518,The chicken too!,not hate speech
519,Keep running!,not hate speech
520,Daddy! Hit me!,not hate speech
521,What?!,not hate speech
522,Tang Ren?!,not hate speech
523,It's not me! Not me!,hate speech
524,Kill him!,not hate speech
525,Honey!,not hate speech
526,Get down!,hate speech
527,Catch them all!,hate speech
528,This way!,not hate speech
529,This way!,not hate speech
530,There they are.,hate speech
531,Catch them!,not hate speech
532,Catch 'em all!,hate speech
533,I want the three naked guys!,hate speech
534,You wanna mess with me?,not hate speech
535,I want the three Chinese men!,hate speech
536,Hello?,not hate speech
537,Uncle Seven?,not hate speech
538,You just had a baby?!,hate speech
539,I'll be right there.,not hate speech
540,You are getting marry tomorrow?!,not hate speech
541,Of course I'll be there.,not hate speech
542,"You gotta take the bullet, kid...",not hate speech
543,Don't tell anyone about what happened in there.,hate speech
544, What happened in there?,not hate speech
545, Stop it!,hate speech
546,Stop it!,hate speech
547,What the hell are you laughing at?,not hate speech
548,I was trying to save you!,not hate speech
549,Why are they after me?,hate speech
550,"Because you killed someone, sicko!",hate speech
551,Who did I kill?,not hate speech
552,Zao Wang Temple and East River.,not hate speech
553,Why were you at the crime scenes?,not hate speech
554,"I'm a detective, of course I'm interested in homicides.",not hate speech
555,You're a detective?,not hate speech
556,You are a freaking detective?,hate speech
557,"Have you heard of ""Crimaster""?",not hate speech
558,Master of Crimes.,hate speech
559,I'm on it.,not hate speech
560,What's your ranking?,not hate speech
561,Currently around 1000...,not hate speech
562, 1998?,not hate speech
563,Do you know how difficult it is?,not hate speech
564,Took me a year and half to answer the 99 entry questions!,not hate speech
565,"But enough about me, what do you guys do?",not hate speech
566,You say you are on Crimaster and you don't know who he is?,not hate speech
567,Have you heard of Chin Fong?,not hate speech
568,Chin Fong?,not hate speech
569,Yes.,not hate speech
570,You are my idol!,not hate speech
571,...and you are?,not hate speech
572,"Chin Fong is my assistant, I'm just a tad better than him.",not hate speech
573,Q?,not hate speech
574,"The legendary ""Q""?!",not hate speech
575,"""Q"" my ass!",not hate speech
576,"I'm Tang Ren, worldrenowned Chinatown detective, Tang Ren!",not hate speech
577,Tang Ren?,not hate speech
578,Yes.,not hate speech
579,Never heard of it.,not hate speech
580,Enough chitchat.,not hate speech
581,"Old Chin, let's bring him to Uncle Seven and claim our 5 million.",not hate speech
582,He's not the murderer.,not hate speech
583,You can't get that money.,not hate speech
584,You can't just say that based on one hand.,not hate speech
585,What hand?,not hate speech
586,Where were you on the night of June 30th and the following morning?,not hate speech
587,I was working in a bar the whole time.,not hate speech
588,Do you have any proof?,not hate speech
589,I have witnesses.,not hate speech
590,Tell that to the police.,hate speech
591,"Don't take me to the cops, I'm here illegally, I don't give a shit if you're illegal or not.",hate speech
592,Alright.,not hate speech
593,Did you forget what happened to you in Thailand?,not hate speech
594,"Old Chin, I... but I'm your uncle!",not hate speech
595,"Listen, you want the money, I want the truth, the best way is to find the real murderer.",hate speech
596, Agreed!,not hate speech
597," Agreed my ass, Say it again?",hate speech
598,So... what do you suggest we do with him?,not hate speech
599,Both the cops and the goons are after him.,not hate speech
600,You can't get rid of me.,hate speech
601,The great Chin Fong will uncover the truth and prove my innocence.,not hate speech
602,You really think you're with us now?,not hate speech
603,"Not you, I'm with Chin Fong.",not hate speech
604,Say it again?,hate speech
605,Again?,hate speech
606,We can't investigate wearing this.,hate speech
607,"Be careful, this is America.",hate speech
608,So what?,not hate speech
609,Sleep tight!,hate speech
610,We have a busy day tomorrow.,hate speech
611,Sleep my ass!,not hate speech
612,"Last night I was in a huge mansion, now because of you look where I am!",not hate speech
613,Give me back my 5 million.,not hate speech
614,Stop hitting me!,hate speech
615,I've had it with you.,not hate speech
616,Yeah?,not hate speech
617,You've had it...?,not hate speech
618,"Stop it, you two!",not hate speech
619,"Just sleep while you can, I'm afraid later we won't be able to.",hate speech
620,"It won't be that bad, will it?",not hate speech
621,"First, time is running, we have 5 days left.",hate speech
622,"Second, I have a feeling that the murderer will soon strike again.",hate speech
623,"What are you, a boy band?",not hate speech
624,Chinese?,not hate speech
625,This is a robbery!,hate speech
626,Are you kidding me?,hate speech
627,What's left to rob?,not hate speech
628,Cut the bullshit.,hate speech
629,This is a robbery.,hate speech
630,Right under our President's Trump Tower.,not hate speech
631,"What is this, some Chinese circus?",not hate speech
632,"One is our main suspect, Song Yi.",not hate speech
633,The other two were hired by Uncle Seven.,not hate speech
634,I don't know how they got together.,hate speech
635,Why hire these idiots?,not hate speech
636,Are we useless?,hate speech
637,Can these Chinese handle this case?,not hate speech
638,Don't let these so called detectives get in our way or we'll lock' em up!,hate speech
639,And issue a warrant for these two's arrest!,hate speech
640,"But they're detectives, not criminals.",not hate speech
641,Shut up!,hate speech
642,They are if they're with the criminal!,hate speech
643,The President should build another wall on the West Coast to keep these fobs out.,not hate speech
644,"The white female lost her kidney, the Asian male lost his heart, there is no correlation between the two!",hate speech
